,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.3,0.26,0.72,0.27,0.26,0.55,0.38,0.53,0.03,0.0,0.19,0.61
emono.csv,0.25,0.19,0.67,0.23,0.24,0.61,0.46,0.56,0.06,0.03,0.22,0.75
freedom-erp.csv,0.64,0.25,0.85,0.2,0.0,0.64,0.67,0.78,0.0,0.0,0.0,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.0,0.0
jmoney.csv,0.7,0.22,0.89,0.41,0.31,0.62,0.92,0.74,0.12,0.0,0.26,0.63
jmonkeyengine.csv,0.14,0.17,0.59,0.31,0.48,0.54,0.28,0.0,0.08,0.04,0.22,0.62
jsidplay2.csv,0.47,0.2,0.91,0.29,0.25,0.63,0.73,0.6,0.11,0.0,0.25,0.69
matrex.csv,0.61,0.29,0.88,0.0,0.22,0.69,0.84,0.71,0.0,0.0,0.48,0.77
mediate.csv,0.36,0.19,0.8,0.3,0.29,0.64,0.48,0.7,0.06,0.03,0.0,0.76
mesa3d.csv,0.37,0.21,0.72,0.36,0.29,0.57,0.56,0.61,0.1,0.0,0.32,0.66
pustefix.csv,0.19,0.16,0.62,0.52,0.3,0.6,0.37,0.61,0.03,0.07,0.26,0.7
reaper3d.csv,0.48,0.0,0.86,0.27,0.42,0.5,0.47,0.68,0.18,0.0,0.15,0.7
