,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.74,0.47,0.63,0.72,0.43,0.43,0.52,0.67,0.55,0.55,0.48,0.63,0.68,0.81,0.6
bl-toolkit.csv,0.4,0.38,0.24,0.34,0.37,0.76,0.0,0.3,0.19,0.09,0.28,0.54,0.35,0.67,0.2
bochs.csv,0.56,0.47,0.05,0.68,0.73,0.44,0.23,0.7,0.77,0.61,0.55,0.58,0.64,0.57,0.31
emeraldemu.csv,0.45,0.37,0.6,0.73,0.66,0.21,0.13,0.54,0.75,0.34,0.66,0.34,0.62,0.61,0.22
fbmanager.csv,0.7,0.36,0.37,0.2,0.37,0.45,0.61,0.65,0.11,0.64,0.47,0.2,0.63,0.86,0.37
modellus.csv,0.18,0.38,0.55,0.6,0.47,0.62,0.62,0.48,0.71,0.52,0.45,0.78,0.71,0.7,0.67
openmalaria.csv,0.68,0.65,0.66,0.57,0.44,0.62,0.72,0.74,0.76,0.62,0.73,0.64,0.7,0.57,0.67
pi-qmc.csv,0.55,0.42,0.58,0.38,0.3,0.56,0.51,0.73,0.56,0.59,0.44,0.61,0.69,0.52,0.85
plplot.csv,0.07,0.29,0.2,0.43,0.11,0.37,0.57,0.17,0.36,0.69,0.17,0.53,0.29,0.32,0.36
powerfolder.csv,0.59,0.4,0.56,0.67,0.27,0.24,0.42,0.73,0.67,0.22,0.63,0.5,0.66,0.98,0.76
psycle.csv,0.55,0.67,0.63,0.63,0.7,0.67,0.72,0.66,0.73,0.59,0.68,0.65,0.62,0.49,0.73
qgis.csv,0.57,0.59,0.65,0.66,0.74,0.27,0.0,0.68,0.65,0.66,0.62,0.39,0.66,0.53,0.59
sbml.csv,0.64,0.65,0.63,0.53,0.05,0.62,0.74,0.71,0.6,0.52,0.71,0.63,0.67,0.44,0.67
unimrcp.csv,0.6,0.54,0.49,0.64,0.3,0.15,0.71,0.51,0.7,0.43,0.56,0.64,0.67,0.42,0.69
wow-qrsk.csv,0.04,0.24,0.55,0.65,0.61,0.69,0.38,0.06,0.82,0.53,0.2,0.51,0.11,0.81,0.0
