,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,649.0,193.0,1036.0,586.5,273.5,96.5,288.0,196.5,96.5,281.5,97.5,175.0
archive-crawler.csv,99.0,389.0,678.5,99.0,1285.5,93.5,295.5,196.5,195.5,178.0,97.5,98.5
blue-c.csv,99.0,485.5,1680.0,1230.5,914.5,96.5,196.5,196.5,293.0,379.0,97.5,197.5
dynalloy.csv,1129.5,485.5,256.5,1294.0,1269.5,93.5,295.5,196.5,391.5,457.5,97.5,98.5
jcae.csv,564.5,288.5,261.5,535.5,81.5,96.5,97.5,85.5,195.5,380.0,92.5,80.5
kmatplot.csv,196.5,291.5,853.0,99.0,81.5,96.5,576.5,179.0,197.5,380.0,97.5,197.5
mscore.csv,99.0,389.0,1776.5,99.0,919.5,96.5,394.0,196.5,197.5,473.5,97.5,197.5
nosleepsoftware.csv,142.0,75.5,2.5,190.0,72.5,43.5,382.0,109.0,145.0,332.5,627.5,0.0
openmalaria.csv,295.0,389.0,1776.5,190.0,358.0,96.5,295.0,97.5,197.5,473.5,97.5,96.5
popeye-chess.csv,196.5,389.0,1199.5,93.5,278.0,96.5,295.0,80.5,195.5,379.0,97.5,98.5
riff-evolve.csv,97.5,389.0,1227.5,772.0,263.5,96.5,189.0,172.0,195.5,189.0,97.5,98.5
virtuoso.csv,99.0,485.5,1776.5,198.0,265.0,96.5,493.0,196.5,197.5,473.5,97.5,188.0
