,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.15,0.41,0.14,0.0,0.54,0.79,0.87,0.48,0.5,0.39,0.73,0.52
archive-crawler.csv,0.13,0.44,0.15,0.17,0.49,0.68,0.62,0.46,0.5,0.48,0.46,0.24
blue-c.csv,0.2,0.4,0.1,0.0,0.53,0.88,0.79,0.57,0.51,0.32,0.51,0.23
dynalloy.csv,0.17,0.59,0.16,0.04,0.44,0.82,0.6,0.43,0.55,0.26,0.58,0.19
jcae.csv,0.32,0.43,0.33,0.0,1.0,0.89,0.86,0.72,0.77,0.38,0.53,0.57
kmatplot.csv,0.46,0.32,0.13,0.24,0.71,0.74,0.7,0.71,0.6,0.38,0.42,0.22
mscore.csv,0.2,0.37,0.11,0.22,0.55,0.72,0.77,0.54,0.53,0.31,0.43,0.28
nosleepsoftware.csv,0.75,0.0,1.0,0.61,1.0,0.0,0.54,0.57,0.33,0.36,0.08,0.0
openmalaria.csv,0.26,0.37,0.11,0.25,0.78,0.74,0.68,0.71,0.55,0.33,0.4,0.25
popeye-chess.csv,0.3,0.4,0.14,0.28,0.71,0.75,0.77,0.68,0.69,0.35,0.53,0.32
riff-evolve.csv,0.3,0.64,0.12,0.0,0.7,1.0,0.87,0.72,0.74,0.34,0.46,0.29
virtuoso.csv,0.2,0.37,0.1,0.25,0.7,0.55,0.6,0.46,0.48,0.32,0.4,0.52
