,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.43,0.67,0.09,0.82,0.53,0.49,0.73,0.47,0.13,0.68,0.64,0.19,0.13
avifile.csv,0.1,0.96,0.1,0.0,0.15,0.31,0.09,0.44,0.49,0.57,0.42,0.28,0.3
baadengine.csv,0.79,0.41,0.25,0.66,0.53,0.35,0.0,0.53,0.2,0.73,0.09,0.27,0.0
gdis.csv,0.32,0.23,0.56,0.0,0.63,0.53,0.57,0.52,0.54,0.0,0.51,0.52,0.85
gogoego.csv,0.26,0.0,0.21,0.97,0.62,0.3,0.75,0.52,0.44,0.72,0.6,0.31,0.68
impala.csv,0.06,0.64,0.31,0.86,0.48,0.54,0.42,0.54,0.51,0.16,0.2,0.59,0.35
jgameai.csv,0.36,0.63,0.06,0.0,0.12,0.56,0.0,0.15,0.12,0.16,0.26,0.1,0.34
jhotdraw.csv,0.41,0.61,0.6,0.57,0.13,0.42,0.0,0.13,0.64,0.36,0.6,0.47,0.0
patterntesting.csv,0.0,0.2,0.0,0.09,0.5,0.13,0.17,0.13,0.4,0.69,0.21,0.48,0.55
pokeglobal.csv,0.47,0.52,0.0,0.91,0.71,0.44,0.0,0.55,0.3,0.74,0.51,0.57,0.3
werx.csv,0.05,0.51,0.98,0.0,0.13,0.0,0.0,0.24,0.0,0.0,0.17,0.17,0.0
zealos.csv,0.18,0.24,0.13,0.0,0.02,0.23,0.75,0.2,0.04,0.31,0.48,0.0,0.45
