,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,1.0,1.0,0.0,43.0,1.0,2.0,3.0,0.0,0.0,7.0,1.0,6.0,0.0
avifile.csv,0.0,3.0,0.0,101.0,0.0,0.0,2.0,3.0,29.0,0.0,5.0,7.0,0.0
baadengine.csv,0.0,2.0,0.0,57.0,1.0,5.0,11.0,1.0,0.0,1.0,7.0,6.0,0.0
gdis.csv,0.0,2.0,0.0,101.0,3.0,1.0,7.0,5.0,0.0,8.0,3.0,8.0,0.0
gogoego.csv,0.0,69.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,9.0,0.0
impala.csv,5.0,2.0,0.0,33.0,4.0,0.0,12.0,8.0,0.0,7.0,3.0,3.0,0.0
jgameai.csv,0.0,1.0,0.0,101.0,0.0,1.0,97.0,1.0,9.0,2.0,0.0,8.0,0.0
jhotdraw.csv,1.0,3.0,0.0,73.0,4.0,0.0,97.0,5.0,1.0,8.0,2.0,8.0,0.0
patterntesting.csv,1.0,2.0,0.0,82.0,1.0,0.0,11.0,5.0,0.0,1.0,11.0,6.0,0.0
pokeglobal.csv,1.0,3.0,0.0,22.0,1.0,9.0,11.0,4.0,0.0,7.0,9.0,7.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,8.0,7.0,0.0
zealos.csv,5.0,0.0,0.0,101.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,207.0,0.0
