,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.82,0.56,0.21,0.19,0.37
chrysalis.csv,0.67,0.57,0.16,0.38,0.45
mobicents.csv,0.5,0.68,0.26,0.3,0.55
snakeyaml.csv,0.89,0.65,0.36,0.0,0.56
xamj.csv,0.51,0.62,0.19,0.25,0.6
