,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.68,0.65,0.59,0.6,0.71,0.64,0.65,0.09,0.65,0.78,0.71,0.13,0.67,0.63,0.56
cornerstone.csv,0.04,0.21,0.53,0.02,0.7,0.71,0.31,0.13,0.44,0.71,0.22,0.19,0.72,0.64,0.0
esmf.csv,0.39,0.68,0.13,0.64,0.55,0.48,0.52,0.61,0.43,0.42,0.63,0.52,0.1,0.4,0.45
frogatto.csv,0.73,0.7,0.69,0.64,0.53,0.62,0.73,0.13,0.68,0.67,0.57,0.21,0.69,0.68,0.61
gretl.csv,0.62,0.58,0.45,0.64,0.64,0.66,0.17,0.66,0.68,0.63,0.59,0.61,0.33,0.76,0.68
kindb.csv,0.7,0.34,0.63,0.61,0.56,0.51,0.73,0.41,0.33,0.06,0.51,0.57,0.6,0.84,0.46
libtorrent.csv,0.49,0.78,0.55,0.67,0.5,0.37,0.24,0.67,0.71,0.43,0.71,0.63,0.69,0.8,0.32
mia.csv,0.51,0.25,0.06,0.46,0.3,0.58,0.16,0.69,0.5,0.34,0.52,0.27,0.0,0.68,0.33
open-beos.csv,0.54,0.63,0.37,0.65,0.65,0.39,0.37,0.53,0.65,0.53,0.65,0.55,0.51,0.0,0.32
pidgin.csv,0.62,0.65,0.62,0.52,0.73,0.54,0.37,0.51,0.55,0.12,0.6,0.59,0.73,0.67,0.51
quantlib.csv,0.46,0.24,0.21,0.0,0.0,0.42,0.44,0.32,0.0,0.06,0.48,0.31,0.1,0.54,0.68
riff-evolve.csv,0.43,0.56,0.63,0.47,0.64,0.62,0.74,0.69,0.36,0.24,0.47,0.68,0.62,0.49,0.2
tokratan.csv,0.47,0.69,0.22,0.5,0.57,0.47,0.63,0.35,0.63,0.45,0.58,0.61,0.26,0.76,0.1
upp-mirror.csv,0.44,0.62,0.7,0.51,0.57,0.33,0.57,0.67,0.37,0.12,0.55,0.44,0.46,0.55,0.69
wxcrp.csv,0.63,0.49,0.55,0.42,0.41,0.57,0.55,0.26,0.28,0.35,0.57,0.2,0.6,0.22,0.52
