,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,387.5,98.5,98.5,394.0,197.5,98.5,759.0,394.0,98.5,180.0,196.0,197.5,98.5,97.5,388.0
cornerstone.csv,94.5,98.5,98.5,78.5,98.5,98.5,367.0,96.5,98.5,185.0,93.5,279.5,98.5,89.5,0.0
esmf.csv,387.5,98.5,96.5,1946.0,395.0,99.0,763.0,195.0,98.5,95.5,93.5,197.5,94.5,97.5,388.0
frogatto.csv,387.5,99.0,98.5,690.0,395.0,96.5,575.0,394.0,99.0,95.5,192.0,197.5,98.5,97.5,388.0
gretl.csv,291.0,98.5,97.5,294.5,98.5,99.0,759.0,295.0,98.5,95.5,196.0,98.5,98.5,97.5,194.0
kindb.csv,387.5,98.5,98.5,690.0,98.5,99.0,569.0,394.0,96.5,39.5,189.0,197.5,98.5,97.5,388.0
libtorrent.csv,387.5,99.0,96.5,492.5,395.0,99.0,857.5,195.0,98.5,95.5,196.0,96.5,98.5,97.5,290.5
mia.csv,192.0,96.5,96.5,690.0,292.0,96.5,231.5,194.0,97.5,95.5,186.0,383.5,0.0,97.5,652.5
open-beos.csv,291.0,99.0,456.5,287.5,98.5,186.0,278.5,96.5,99.0,95.5,97.5,282.5,94.5,97.5,95.5
pidgin.csv,191.5,99.0,98.5,583.0,196.5,98.5,565.0,295.5,98.5,236.0,195.0,98.5,98.5,97.5,289.5
quantlib.csv,192.0,99.0,98.5,986.5,395.0,99.0,473.5,295.0,99.0,82.5,98.5,292.5,129.0,97.5,93.5
riff-evolve.csv,641.0,98.5,98.5,97.5,98.5,98.5,285.5,196.5,98.5,95.5,93.5,195.5,94.5,79.5,95.5
tokratan.csv,287.0,99.0,96.5,196.5,296.5,96.5,283.5,295.0,98.5,95.5,93.5,96.5,94.5,97.5,268.0
upp-mirror.csv,386.5,99.0,98.5,97.5,296.0,98.5,181.0,394.0,94.5,70.0,90.5,96.5,94.5,97.5,93.5
wxcrp.csv,191.0,98.5,98.5,1946.5,98.5,99.0,476.5,394.0,98.5,163.0,191.0,197.5,98.5,85.5,388.0
