,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.23,0.28,0.46,0.43,0.45,0.42,0.58,0.45,0.97,0.54,0.45
google-gears.csv,0.7,0.77,0.62,0.48,0.91,0.48,0.78,0.99,0.38,0.61,0.62
grafx2.csv,0.21,0.95,0.42,0.22,0.48,0.45,0.35,0.33,0.39,0.33,0.4
kmess.csv,0.31,0.51,0.71,0.28,0.67,0.71,1.0,0.42,0.31,0.67,0.62
megameknet.csv,0.58,0.7,0.6,0.3,0.45,0.86,0.33,0.55,0.51,0.41,0.28
minig.csv,0.69,0.84,0.69,0.96,0.85,0.7,0.75,0.56,0.44,0.55,0.74
ns-3.csv,0.99,0.7,0.71,0.65,0.67,0.67,0.74,0.65,0.57,0.69,0.77
omseek.csv,0.12,0.42,0.11,0.24,0.91,0.3,0.23,0.1,0.23,0.25,0.11
quickfast.csv,0.51,0.67,0.78,0.7,0.7,0.7,0.63,0.57,0.74,0.61,0.98
sylpheed-claws.csv,0.37,0.44,0.98,0.5,0.45,0.65,0.42,0.38,0.61,0.52,0.51
xamj.csv,0.51,0.65,0.46,0.8,0.52,0.74,0.52,0.39,0.8,0.96,0.4
