,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.17,0.37,0.12,0.76,0.16,1.0,0.91,0.33,0.42
bloodycore.csv,0.32,0.23,1.0,0.81,0.14,0.21,0.76,0.33,0.24
dvd-create.csv,0.18,0.39,0.12,1.0,0.17,0.23,0.76,0.32,0.42
dvt.csv,0.16,1.0,0.22,0.89,0.17,0.18,0.86,0.21,0.64
gbif-indexingtoolkit.csv,0.13,0.17,0.13,0.7,0.9,0.1,0.71,0.15,0.18
mumble.csv,0.42,0.17,0.27,1.0,0.25,0.25,0.82,1.0,0.44
planeshift.csv,0.19,0.34,0.14,0.86,0.25,0.27,1.0,0.35,0.39
truevision.csv,0.23,0.2,0.12,0.95,0.19,0.46,0.92,0.47,1.0
zorannt.csv,1.0,0.2,0.21,0.8,0.18,0.11,0.74,0.28,0.37
