,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.23,0.64,0.42,0.54,0.8,0.33,0.24,0.83,0.87,0.47,0.38,0.7,0.77,0.69,0.81,0.53,0.57,0.66
arm-webradio.csv,0.34,0.91,0.08,0.48,0.77,0.35,0.14,0.67,0.98,0.53,0.0,0.34,0.27,0.31,0.81,0.82,0.14,0.97
bwapi.csv,0.86,0.64,1.0,0.91,0.5,0.98,1.0,0.39,0.26,0.67,1.0,0.94,0.93,1.0,0.53,0.79,1.0,0.51
co-ode-owl-plugins.csv,0.54,0.91,0.58,0.91,0.86,0.63,0.14,0.72,0.94,0.93,0.06,0.38,0.28,0.92,0.81,0.91,0.57,0.97
firebreath.csv,0.46,0.55,0.75,0.78,0.73,0.67,0.14,0.22,0.89,0.73,0.06,0.35,0.36,0.69,0.28,0.21,0.29,0.57
frogatto.csv,0.69,0.64,0.92,0.8,0.66,0.7,0.86,0.44,0.67,0.73,1.0,0.72,0.74,1.0,0.72,0.29,1.0,0.6
gretl.csv,0.83,0.64,0.75,0.61,0.95,0.63,0.43,0.89,0.69,1.0,0.19,0.73,0.62,1.0,0.97,0.94,0.57,0.69
jasperreports.csv,0.43,0.36,1.0,0.65,0.41,0.87,0.9,0.33,0.2,0.2,1.0,0.74,0.77,0.96,0.28,0.12,0.43,0.03
konversation.csv,0.46,0.36,0.75,0.43,0.5,0.72,0.52,0.5,0.17,0.73,0.5,0.48,0.28,1.0,0.31,0.13,0.29,0.26
linuxsh.csv,0.46,0.73,0.08,0.13,0.66,0.17,0.0,0.61,0.96,0.6,0.0,0.12,0.09,0.0,0.56,0.65,0.0,0.46
moviesandbox.csv,0.86,0.36,0.83,0.54,0.7,0.7,0.1,0.72,0.8,0.67,0.06,0.18,0.2,0.58,0.44,0.31,0.57,0.26
ontomorphtab.csv,0.66,1.0,0.92,1.0,0.98,0.97,0.9,0.28,0.83,0.67,0.94,0.93,0.98,0.96,0.97,0.67,0.57,0.86
opengs.csv,0.17,0.55,0.58,0.65,0.7,0.53,0.14,0.11,0.74,0.73,0.0,0.31,0.33,0.5,0.5,0.4,0.86,0.37
scite-ru.csv,0.94,0.91,0.75,0.87,0.91,0.77,0.43,0.89,0.98,1.0,0.81,0.56,0.51,1.0,0.89,0.99,1.0,0.86
tokratan.csv,0.31,0.55,0.58,0.54,0.68,0.28,0.05,0.11,0.39,0.6,0.12,0.65,0.47,0.88,0.22,0.1,0.86,0.51
vrjuggler.csv,0.34,0.0,0.42,0.02,0.39,0.02,0.05,0.67,0.04,0.07,0.81,0.02,0.02,0.08,0.5,0.27,0.14,0.23
wxcode.csv,0.26,0.0,0.58,0.46,0.3,0.32,0.29,0.06,0.02,0.4,0.19,0.38,0.31,0.96,0.14,0.11,1.0,0.06
xuggle.csv,0.51,0.73,0.67,0.74,0.73,0.63,0.57,0.33,0.87,0.87,0.19,0.6,0.7,0.96,0.69,0.73,1.0,0.57
