,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.01,0.87,0.29,0.92,0.22,0.32,0.8,0.93,0.37,0.25,0.04,0.33,0.68,0.29,0.39
encog-cs.csv,0.02,0.88,0.34,0.97,0.26,0.45,0.8,0.95,0.57,0.2,0.05,0.25,0.78,0.32,0.27
extprosys.csv,0.0,0.84,0.52,0.88,0.28,0.29,0.8,0.91,0.36,0.16,0.02,0.42,0.67,0.3,0.36
ibatisdb.csv,0.0,0.83,0.3,0.83,0.35,0.42,1.0,0.91,0.42,0.26,0.06,0.2,0.62,0.68,0.88
intact.csv,0.0,0.93,0.23,0.96,0.24,0.71,1.0,1.0,0.45,0.2,0.03,0.33,0.72,0.24,1.0
japano.csv,0.0,0.89,0.29,0.88,0.27,0.3,0.78,0.95,0.37,0.19,0.03,0.36,0.67,0.27,0.38
lockss.csv,0.0,1.0,0.5,1.0,0.17,0.0,1.0,0.96,0.69,0.38,0.08,0.25,0.96,0.43,1.0
ofbiz.csv,0.0,0.86,0.29,0.84,0.27,0.32,0.79,0.93,0.51,0.22,0.04,0.28,0.77,0.26,0.37
officefloor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2
opennms.csv,0.0,0.77,1.0,1.0,0.54,0.5,0.78,1.0,0.4,0.39,0.02,0.41,0.65,0.25,0.0
rohxel.csv,0.01,0.93,0.28,0.95,0.22,0.42,0.85,0.96,0.45,0.31,0.03,0.28,0.72,0.37,0.4
roolo.csv,0.0,0.89,0.3,0.91,0.28,0.27,0.73,0.94,0.21,0.11,0.01,0.68,0.67,0.09,0.48
sevenupdate.csv,0.01,0.89,0.28,0.88,0.26,0.28,0.78,0.93,0.36,0.19,0.03,0.35,0.67,0.26,0.38
web-cat.csv,0.01,0.96,0.27,0.89,0.24,0.36,0.76,0.91,0.35,0.19,0.03,0.31,0.73,0.33,0.82
