,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.84,0.13,0.64,1.0,0.72,0.45,0.76,0.29,0.6
buddata-ebxml-registry.csv,0.87,0.22,0.45,0.64,0.77,0.59,0.77,0.34,1.0
fluidium.csv,0.6,0.06,0.51,0.51,0.53,0.95,0.43,0.37,0.43
illumination.csv,0.46,0.21,0.15,0.39,0.16,0.48,0.41,0.97,0.38
jsr308-langtools.csv,0.49,0.38,0.22,0.41,0.6,0.49,1.0,0.32,0.49
olsrd.csv,0.99,0.35,0.46,0.58,0.75,0.3,0.67,0.36,0.73
reaper-ecad.csv,0.39,0.98,0.53,0.51,0.57,0.58,0.49,0.28,0.75
rtb-team.csv,0.59,0.15,0.97,0.4,0.23,0.15,0.06,0.21,0.32
sidekar.csv,0.69,0.21,0.12,0.42,0.99,0.21,0.79,0.28,0.59
