,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.43,0.95,0.6,0.52,0.43,0.64,0.42,0.65,0.53
buddata-ebxml-registry.csv,0.44,0.53,0.38,0.37,0.46,0.46,0.42,0.34,0.34
fluidium.csv,0.6,0.86,0.54,0.53,0.6,0.67,0.71,0.53,0.86
illumination.csv,0.67,0.72,0.75,0.64,0.9,0.72,0.67,0.88,0.76
jsr308-langtools.csv,0.46,0.49,0.67,0.9,0.43,0.4,0.37,0.38,0.55
olsrd.csv,0.39,0.42,0.38,0.45,0.36,0.46,0.42,0.38,0.38
reaper-ecad.csv,0.85,0.96,0.45,0.44,0.66,0.51,0.7,0.44,0.51
rtb-team.csv,0.43,0.94,0.64,0.91,0.93,0.8,0.67,0.91,0.93
sidekar.csv,0.4,0.54,0.76,0.63,0.49,0.88,0.39,0.49,0.5
