,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.8,0.11,0.8,1.0,0.77,0.39,0.68,0.23,0.97
buddata-ebxml-registry.csv,0.77,0.13,0.29,0.5,0.63,0.42,0.62,0.21,1.0
fluidium.csv,0.73,0.04,0.39,0.47,0.64,0.95,0.59,0.28,0.9
illumination.csv,0.88,0.16,0.17,0.39,0.6,0.44,0.89,1.0,0.94
jsr308-langtools.csv,0.88,0.24,0.67,0.8,0.76,0.5,1.0,0.22,1.0
olsrd.csv,1.0,0.22,0.31,0.55,0.77,0.27,0.75,0.23,0.95
reaper-ecad.csv,0.59,1.0,0.36,0.42,0.57,0.44,0.52,0.18,0.91
rtb-team.csv,0.97,0.18,1.0,0.73,0.6,0.4,0.33,0.27,0.93
sidekar.csv,0.92,0.12,0.12,0.53,1.0,0.38,0.77,0.19,1.0
