,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.39,0.36,0.56,0.57,0.74,0.76,0.57,0.71
cornerstone.csv,0.44,0.17,0.06,0.69,0.45,0.23,0.72,0.59
frogatto.csv,0.63,0.51,0.54,0.58,0.84,0.83,0.68,0.71
novembre.csv,0.44,0.61,0.47,0.48,0.36,0.69,0.35,0.6
ns-3.csv,0.72,0.45,0.56,0.62,0.83,0.7,0.69,0.71
open-beos.csv,0.55,0.43,0.62,0.42,0.69,0.74,0.54,0.71
planeshift.csv,0.69,0.42,0.58,0.65,0.79,0.82,0.62,0.7
sbml.csv,0.65,0.42,0.6,0.68,0.82,0.81,0.63,0.7
