,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.27,0.4,0.53,0.63,0.66,0.71,0.42,0.68
cornerstone.csv,0.3,0.13,0.03,0.69,0.29,0.13,0.72,0.49
frogatto.csv,0.57,1.0,0.69,0.63,0.88,1.0,0.64,0.9
novembre.csv,0.32,0.73,0.47,0.43,0.22,0.63,0.22,0.47
ns-3.csv,0.68,1.0,0.75,0.57,0.9,0.71,0.86,0.9
open-beos.csv,0.43,0.67,0.62,0.35,0.6,0.64,0.44,0.77
planeshift.csv,0.66,0.73,0.83,0.84,0.73,0.83,0.83,0.93
sbml.csv,0.63,0.93,0.76,0.78,0.85,0.72,0.69,0.69
