,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.46,0.98,0.6,0.48
ngl.csv,0.7,0.44,0.98,0.52
qmmp.csv,0.53,0.61,0.62,0.95
quarkplusplus.csv,1.0,0.38,0.55,0.17
