,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.47,0.52,0.47,0.54
ngl.csv,0.62,0.59,0.56,0.53
qmmp.csv,0.43,0.55,0.47,0.53
quarkplusplus.csv,0.67,0.67,0.59,0.95
