,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.81,0.83,0.19,0.55,0.27,0.9,0.84,0.74,0.85,0.43,0.31,0.58,0.91,0.76,0.61,0.19
customsagetv.csv,0.38,0.17,0.0,0.27,0.55,0.2,0.44,0.0,0.08,0.34,0.22,0.16,0.55,0.14,0.17,0.88
fluidium.csv,0.08,0.02,0.0,0.27,0.0,0.2,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.67,0.02,0.13
guineu.csv,0.69,0.7,0.71,0.64,0.68,0.75,0.63,0.78,0.38,0.43,0.72,0.79,0.3,1.0,0.51,0.83
inkscape.csv,0.69,0.75,1.0,1.0,0.45,0.05,0.7,0.61,0.85,0.77,0.19,1.0,0.84,0.95,0.93,0.96
mpqc.csv,0.31,0.15,0.12,0.0,0.23,0.55,0.28,0.39,0.38,0.34,0.64,0.37,0.32,0.67,0.29,0.96
nsis.csv,0.65,0.56,0.6,0.27,0.45,0.65,0.74,0.43,0.62,0.68,0.7,0.79,0.64,0.33,0.69,0.56
octave.csv,0.54,0.35,0.02,0.18,0.5,0.2,0.16,0.65,0.08,0.41,0.33,0.29,0.27,0.57,0.25,0.56
owfs.csv,0.92,0.9,0.74,0.64,0.82,0.4,0.77,0.65,0.92,0.95,0.69,0.82,0.91,0.62,0.83,0.46
owlib.csv,0.81,0.65,0.52,0.82,0.68,0.3,0.6,0.7,0.62,0.59,0.44,0.5,0.77,0.52,0.46,0.79
pamguard.csv,0.38,0.32,0.57,0.73,0.59,0.35,0.49,0.7,0.69,0.29,0.15,0.42,0.59,0.14,0.73,0.06
prelude.csv,1.0,0.99,0.81,1.0,1.0,0.75,1.0,0.91,0.85,0.96,0.59,0.89,0.91,0.71,0.93,0.96
robocode.csv,0.85,0.57,0.0,0.55,0.68,0.6,0.84,0.65,0.85,0.61,0.36,0.37,0.84,0.57,0.53,0.63
uwom-server.csv,0.19,0.36,0.0,0.0,0.68,0.35,0.47,0.48,0.85,0.68,0.36,0.58,0.09,0.57,0.41,0.48
zengine.csv,1.0,0.97,0.71,0.91,1.0,1.0,0.98,1.0,0.85,0.95,0.99,0.82,1.0,0.52,1.0,0.96
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69,0.81
