,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.62,0.05,0.0,0.66,0.15,0.12,0.47,0.6
apolloplayer.csv,0.47,0.72,0.8,0.43,0.46,0.6,0.68,0.48
k3d.csv,0.4,0.05,0.0,0.23,0.1,0.83,0.0,0.29
keyczar.csv,0.16,0.0,0.0,0.5,0.11,0.0,0.0,0.68
kowari.csv,0.59,0.33,0.0,0.29,0.45,0.45,0.72,0.4
redshell.csv,0.28,0.37,0.0,0.09,0.74,0.43,0.45,0.35
rtb-team.csv,0.13,0.46,0.0,0.81,0.12,0.09,0.17,0.05
