,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.54,0.56,0.74,0.74,0.53
jchassis.csv,0.0,0.0,0.5,0.0,0.0
panda3d.csv,0.75,0.73,0.92,0.67,0.64
scenemonitor.csv,0.55,0.37,0.56,0.58,0.42
xcf.csv,0.48,0.45,0.54,0.5,0.36
