,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,99.0,98.5,383.0,7943.0,99.0,493.0,770.5,395.0,197.0,95.5,472.5,295.0,99.0,494.0,297.0,81.5,4479.0,99.0,363.0,95.5
arcallians.csv,97.5,193.0,193.0,1072.5,99.0,593.0,876.0,197.5,195.0,95.5,377.0,198.0,99.0,193.0,99.0,98.5,3932.5,99.0,358.0,95.5
arianne.csv,97.5,98.5,482.5,8722.5,99.0,494.0,870.5,494.0,98.5,95.5,936.0,297.0,99.0,294.0,297.0,98.5,4479.0,99.0,727.0,98.5
aztec.csv,93.5,94.5,76.5,296.5,99.0,394.0,385.0,98.5,95.5,95.5,375.0,198.0,98.5,97.5,297.0,95.5,1959.5,99.0,446.5,95.5
biopax.csv,99.0,98.5,482.5,10111.5,99.0,593.0,1067.0,494.0,197.0,95.5,936.0,297.0,99.0,494.0,297.0,98.5,4479.0,99.0,1001.5,98.5
bl-toolkit.csv,99.0,98.5,286.5,6866.0,99.0,593.0,284.5,494.0,197.0,95.5,936.0,297.0,99.0,494.0,297.0,95.5,1656.5,98.5,1001.5,98.5
clamav.csv,99.0,98.5,91.5,6015.0,99.0,197.5,190.0,197.5,197.0,95.5,753.0,195.0,99.0,395.0,296.5,95.5,1777.5,99.0,633.5,98.5
crux-framework.csv,99.0,355.0,189.0,3020.5,99.0,591.0,175.0,197.0,189.0,95.5,936.0,297.0,91.5,492.5,297.0,95.5,381.5,95.5,524.0,98.5
gnupdate.csv,97.5,290.5,76.5,2213.0,99.0,395.5,485.0,98.5,197.0,183.0,280.5,99.0,99.0,98.5,99.0,95.5,2627.0,99.0,358.0,98.5
jmule.csv,99.0,193.0,90.5,881.0,99.0,197.5,582.5,494.0,197.0,95.5,374.0,198.0,99.0,98.5,297.0,98.5,3504.0,99.0,178.0,95.5
mbse.csv,99.0,98.5,160.0,7738.5,99.0,195.5,188.0,98.5,197.0,95.5,456.5,294.5,99.0,494.0,197.5,95.5,1155.0,99.0,437.5,95.5
mplayer-ce.csv,99.0,98.5,289.5,8555.0,99.0,296.5,968.5,98.5,195.0,172.5,370.0,198.0,98.5,395.0,98.5,95.5,4380.0,99.0,730.0,98.5
ng4j.csv,99.0,192.0,89.5,1720.5,184.0,98.5,582.5,98.5,197.0,88.5,280.5,99.0,99.0,98.5,198.0,95.5,1975.5,99.0,178.0,92.5
ns-3-dev-def-routing.csv,95.5,94.5,189.0,682.0,99.0,296.0,967.0,494.0,96.5,95.5,745.0,297.0,197.0,96.5,297.0,98.5,3229.5,99.0,82.5,0.0
openxava.csv,99.0,98.5,182.0,4047.0,137.0,196.5,190.0,98.5,192.0,274.5,660.5,393.5,99.0,98.5,197.5,98.5,1014.5,97.5,437.5,95.5
phonon-vlc-mplayer.csv,97.5,94.5,384.0,434.5,183.0,409.5,776.0,494.0,96.5,171.5,748.0,297.0,99.0,97.5,297.0,66.5,1731.0,99.0,82.5,0.0
qgis.csv,99.0,96.5,191.0,2592.5,99.0,1079.0,1067.0,0.0,195.0,48.5,0.0,0.0,99.0,197.5,93.5,98.5,1976.5,99.0,180.0,0.0
vars-redux.csv,99.0,98.5,482.5,6531.5,281.5,98.5,384.0,494.0,197.0,95.5,936.0,297.0,99.0,395.0,297.0,98.5,1769.5,99.0,536.0,95.5
xamj.csv,99.0,98.5,482.5,7731.0,98.5,296.0,188.0,494.0,197.0,275.5,738.0,393.5,99.0,395.0,98.5,98.5,2100.0,99.0,1001.5,98.5
yafdotnet.csv,99.0,98.5,86.5,4938.0,275.5,1645.0,188.0,197.5,197.0,95.5,178.0,196.0,99.0,395.0,98.5,98.5,2399.5,99.0,531.0,95.5
