,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.53,0.64,0.6,0.57,0.66,0.37,0.21,0.33,0.59,0.64,0.57,0.64,0.67,0.42,0.09,0.59,0.09,0.7,0.51,0.67
arcallians.csv,0.6,0.63,0.71,0.83,0.73,0.05,0.28,0.55,0.6,0.34,0.5,0.37,0.66,0.64,0.46,0.72,0.47,0.64,0.64,0.2
arianne.csv,0.71,0.3,0.0,0.42,0.0,0.72,0.2,0.0,0.61,0.24,0.0,0.0,0.13,0.24,0.05,0.61,0.09,0.55,0.5,0.62
aztec.csv,0.25,0.56,0.19,0.41,0.66,0.76,0.47,0.66,0.42,0.56,0.62,0.54,0.2,0.53,0.49,0.29,0.66,0.65,0.53,0.47
biopax.csv,0.09,0.44,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.48,0.27,0.54,0.0,0.05,0.0,0.86,0.0,0.65,0.0,0.0
bl-toolkit.csv,0.59,0.22,0.79,0.43,0.0,0.09,0.65,0.0,0.56,0.0,0.0,0.0,0.49,0.48,0.0,0.33,0.64,0.62,0.09,0.45
clamav.csv,0.54,0.59,0.36,0.51,0.6,0.4,0.65,0.69,0.6,0.72,0.53,0.62,0.63,0.59,0.59,0.27,0.76,0.64,0.43,0.67
crux-framework.csv,0.37,0.21,0.26,0.22,0.37,0.25,0.15,0.64,0.17,0.56,0.46,0.59,0.25,0.33,0.38,0.09,0.98,0.3,0.23,0.34
gnupdate.csv,0.61,0.55,0.32,0.76,0.65,0.05,0.34,0.37,0.59,0.56,0.81,0.52,0.6,0.57,0.27,0.56,0.76,0.63,0.66,0.0
jmule.csv,0.62,0.61,0.68,0.82,0.73,0.62,0.31,0.05,0.57,0.58,0.8,0.6,0.71,0.7,0.0,0.65,0.47,0.61,0.75,0.88
mbse.csv,0.42,0.53,0.21,0.22,0.53,0.31,0.58,0.67,0.6,0.57,0.5,0.65,0.61,0.52,0.5,0.2,0.65,0.64,0.52,0.63
mplayer-ce.csv,0.61,0.71,0.59,0.49,0.45,0.33,0.54,0.65,0.38,0.29,0.59,0.63,0.48,0.51,0.58,0.53,0.09,0.21,0.57,0.64
ng4j.csv,0.43,0.63,0.5,0.82,0.61,0.34,0.67,0.54,0.71,0.5,0.74,0.45,0.68,0.63,0.52,0.63,0.83,0.65,0.83,0.84
ns-3-dev-def-routing.csv,0.48,0.52,0.63,0.8,0.73,0.68,0.48,0.09,0.51,0.59,0.57,0.52,0.53,0.67,0.3,0.72,0.54,0.55,0.59,0.0
openxava.csv,0.41,0.51,0.17,0.07,0.13,0.39,0.77,0.51,0.33,0.7,0.46,0.58,0.48,0.38,0.42,0.12,0.66,0.36,0.52,0.6
phonon-vlc-mplayer.csv,0.27,0.58,0.62,0.83,0.41,0.0,0.13,0.0,0.52,0.24,0.73,0.52,0.55,0.61,0.27,0.52,0.64,0.58,0.5,0.0
qgis.csv,0.44,0.63,0.33,0.84,0.46,0.0,0.2,0.0,0.61,0.18,0.0,0.0,0.53,0.6,0.0,0.74,0.62,0.52,0.53,0.0
vars-redux.csv,0.59,0.66,0.0,0.67,0.45,0.41,0.77,0.0,0.76,0.61,0.0,0.21,0.67,0.63,0.0,0.49,0.76,0.71,0.64,0.65
xamj.csv,0.49,0.51,0.43,0.33,0.57,0.48,0.66,0.27,0.56,0.63,0.17,0.55,0.67,0.48,0.46,0.51,0.7,0.69,0.13,0.13
yafdotnet.csv,0.67,0.63,0.28,0.42,0.56,0.42,0.61,0.71,0.45,0.18,0.39,0.44,0.7,0.57,0.42,0.38,0.52,0.66,0.56,0.49
