,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.88,0.83,0.62,0.75,0.94,0.94,0.5,0.8,0.95,0.86
flylegacy.csv,0.51,0.37,0.52,0.63,0.8,0.4,0.57,0.7,0.43,0.6
ftm.csv,0.5,0.86,0.38,0.48,0.74,0.62,0.48,0.32,0.46,0.38
jcache.csv,0.37,0.41,0.35,0.47,0.52,0.49,0.62,0.34,0.8,0.42
lphant.csv,0.35,0.37,0.32,0.35,0.3,0.37,0.36,0.38,0.31,0.37
minig.csv,0.61,0.37,0.43,0.41,0.56,0.46,0.78,0.35,0.94,0.69
mob-sen-plat.csv,0.34,0.38,0.33,0.33,0.29,0.33,0.35,0.33,0.34,0.38
raygina.csv,0.43,0.0,0.43,0.52,0.74,0.57,0.47,0.34,0.88,0.73
upp-mirror.csv,0.48,0.83,0.33,0.45,0.38,0.55,0.83,0.57,0.5,0.62
yarp.csv,0.91,0.0,0.77,0.99,0.5,0.7,0.52,0.93,0.88,0.87
