,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.75,0.8,0.37,0.67,0.52,0.99
flylinkdc.csv,0.53,0.45,0.52,0.33,0.4,0.51
ltp.csv,0.83,0.39,0.48,0.44,0.49,0.68
pfaedit.csv,0.69,0.48,0.95,0.4,0.5,0.98
powerfolder-.csv,0.48,0.5,0.57,0.92,0.35,0.5
qtwin.csv,0.67,0.54,0.0,0.0,0.5,1.0
