,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.08,0.0,0.89,0.35,0.86,0.17
flylinkdc.csv,0.73,0.77,0.66,0.8,0.79,1.0
ltp.csv,0.32,0.74,0.77,0.69,0.79,0.17
pfaedit.csv,0.49,0.58,0.17,0.72,0.43,0.67
powerfolder-.csv,0.62,0.71,0.28,0.19,0.64,1.0
qtwin.csv,0.0,0.42,0.0,0.0,0.07,1.0
