,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.75,0.0,0.73,0.7,0.39,0.01
flylinkdc.csv,0.53,0.36,0.82,0.72,0.23,0.0
ltp.csv,0.29,0.32,0.81,0.67,0.2,0.0
pfaedit.csv,0.5,0.41,0.68,0.87,0.25,0.02
powerfolder-.csv,0.5,0.58,0.64,0.77,0.19,0.01
qtwin.csv,0.0,0.37,0.0,0.0,0.5,0.03
