,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.07,0.15,0.93,0.29,0.38,0.06
flylinkdc.csv,0.25,0.43,0.43,0.31,0.56,0.72
ltp.csv,0.47,0.62,0.4,0.77,0.4,0.71
pfaedit.csv,0.25,0.47,0.14,0.26,0.34,0.38
powerfolder-.csv,0.19,0.24,0.27,0.06,0.57,0.45
qtwin.csv,0.03,0.32,0.0,0.0,0.03,0.09
