,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.06,0.2,0.48,0.27,0.58,0.27,0.77,0.37,0.44,0.46,0.64,0.46,0.81
bscwweasel.csv,0.06,0.16,0.46,0.41,0.51,0.33,0.53,0.36,0.39,0.38,0.26,0.44,0.72
capcode.csv,0.04,0.21,0.39,0.26,0.4,0.38,0.47,0.35,0.53,0.47,0.34,0.35,0.6
emite.csv,0.71,0.15,0.46,0.31,0.58,0.2,0.36,0.32,0.26,0.39,0.66,0.44,0.74
geogebra.csv,0.2,0.22,0.48,0.31,0.58,0.29,0.7,0.38,0.45,0.44,0.17,0.56,0.74
hibernate.csv,0.62,0.26,0.35,0.21,0.52,0.33,0.37,0.4,0.32,0.48,0.3,0.47,0.73
lamp.csv,0.65,0.35,0.33,0.24,0.48,0.22,0.85,0.41,0.4,0.44,0.32,0.36,0.73
nodal.csv,0.04,0.14,0.45,0.23,0.33,0.3,0.6,0.3,0.55,0.39,0.3,0.46,0.68
retromenu.csv,0.06,0.28,0.38,0.36,0.71,0.19,0.76,0.22,0.37,0.29,0.44,0.51,0.5
smbopensoft.csv,0.78,0.17,0.35,0.15,0.25,0.21,0.72,0.21,0.4,0.36,0.54,0.21,0.73
stuproa-cims.csv,0.0,0.18,0.41,0.28,0.52,0.25,0.04,0.54,0.38,0.36,0.39,0.41,0.78
thout.csv,0.55,0.17,0.49,0.26,0.5,0.27,0.85,0.41,0.43,0.37,0.56,0.36,0.64
uface.csv,0.66,0.18,0.38,0.32,0.56,0.28,0.83,0.4,0.43,0.47,0.59,0.43,0.94
