,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.02,0.5,0.22,0.45,0.58,0.56,0.46,0.47,0.87,0.65,0.82,0.3,0.54
bscwweasel.csv,0.01,0.16,0.31,0.21,0.31,0.25,0.59,0.52,0.22,0.2,0.25,0.08,0.06
capcode.csv,0.01,0.76,0.76,0.72,0.24,0.25,0.33,0.11,0.25,0.43,0.45,0.2,0.17
emite.csv,0.68,0.38,0.31,0.36,0.51,0.58,0.15,0.33,0.38,0.25,0.35,0.2,0.09
geogebra.csv,0.0,0.33,0.17,0.2,0.56,0.41,0.79,0.49,0.51,0.34,0.05,0.24,0.09
hibernate.csv,0.99,0.05,0.97,0.99,0.67,0.48,0.28,0.21,0.38,0.27,0.2,0.24,0.65
lamp.csv,0.96,0.22,0.35,0.49,1.0,0.76,0.97,0.45,0.65,0.47,0.28,0.95,0.69
nodal.csv,0.0,0.5,0.17,0.46,0.67,0.48,0.51,0.13,0.17,0.27,0.22,0.22,0.09
retromenu.csv,0.01,0.37,0.07,0.08,0.27,0.24,0.69,0.21,0.25,0.07,0.2,0.17,0.04
smbopensoft.csv,0.22,0.97,0.94,0.75,0.76,0.2,0.56,0.37,0.21,0.77,0.78,0.58,0.28
stuproa-cims.csv,0.01,0.05,0.2,0.21,0.56,0.13,0.05,0.18,0.52,0.12,0.15,0.24,0.5
thout.csv,0.42,0.72,0.23,0.14,0.6,0.93,1.0,0.89,0.97,0.78,0.82,0.88,0.48
uface.csv,1.0,1.0,0.86,0.49,0.73,0.61,0.95,0.61,0.51,0.53,0.55,0.71,0.07
