,recall,precision,pf,pci_20,ifa,wins
boost-sandbox.csv,0.67,0.37,0.5,0.46,3.0,4
bscwweasel.csv,0.43,0.39,0.22,0.64,2.0,11
capcode.csv,0.46,0.37,0.25,0.6,2.0,9
emite.csv,0.5,0.38,0.35,0.48,2.0,5
geogebra.csv,0.55,0.43,0.33,0.44,1.0,6
hibernate.csv,0.57,0.41,0.38,0.49,1.0,7
lamp.csv,0.67,0.32,0.65,0.45,11.0,0
nodal.csv,0.48,0.41,0.22,0.6,2.0,10
retromenu.csv,0.35,0.52,0.2,0.6,1.0,12
smbopensoft.csv,0.64,0.22,0.58,0.52,4.0,2
stuproa-cims.csv,0.4,0.39,0.18,0.57,2.0,8
thout.csv,0.76,0.27,0.78,0.42,2.0,1
uface.csv,0.91,0.32,0.61,0.39,2.0,3
