,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.04,0.61,0.58,0.63,0.73,0.61,0.68,0.53,0.42,0.63,0.52,0.62,0.74
bscwweasel.csv,0.04,0.25,0.62,0.67,0.59,0.54,0.43,0.52,0.43,0.39,0.22,0.41,0.62
capcode.csv,0.02,0.59,0.56,0.62,0.42,0.61,0.38,0.31,0.63,0.62,0.35,0.4,0.51
emite.csv,0.68,0.39,0.62,0.65,0.75,0.48,0.27,0.4,0.33,0.43,0.7,0.52,0.66
geogebra.csv,0.13,0.53,0.54,0.49,0.74,0.58,0.48,0.54,0.64,0.54,0.12,0.71,0.65
hibernate.csv,0.05,0.25,0.13,0.05,0.65,0.69,0.29,0.44,0.42,0.56,0.27,0.6,0.62
lamp.csv,0.17,0.66,0.46,0.58,0.0,0.49,0.13,0.57,0.58,0.6,0.3,0.21,0.59
nodal.csv,0.02,0.44,0.5,0.55,0.44,0.63,0.5,0.28,0.61,0.45,0.27,0.56,0.59
retromenu.csv,0.04,0.69,0.35,0.4,0.83,0.29,0.59,0.24,0.43,0.24,0.39,0.59,0.39
smbopensoft.csv,0.79,0.13,0.24,0.42,0.34,0.29,0.61,0.27,0.43,0.47,0.5,0.36,0.66
stuproa-cims.csv,0.0,0.17,0.47,0.44,0.66,0.29,0.02,0.59,0.55,0.33,0.33,0.52,0.72
thout.csv,0.55,0.54,0.6,0.34,0.64,0.27,0.0,0.37,0.13,0.47,0.48,0.39,0.57
uface.csv,0.0,0.0,0.43,0.75,0.65,0.63,0.21,0.57,0.61,0.64,0.64,0.65,0.92
