,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.71,0.88,0.65,0.66,0.62,0.54,0.79,0.78,0.52,0.88,0.9,0.57,0.61,0.61,0.88,0.61,0.72,0.84
bscwweasel.csv,0.58,0.96,0.58,0.74,0.36,0.54,0.55,0.58,0.77,0.91,0.71,0.23,0.7,0.83,0.85,0.54,0.82,0.6
capcode.csv,0.9,0.97,0.73,0.85,0.83,0.61,0.29,0.68,0.71,0.92,0.8,0.93,0.62,0.8,0.81,0.68,0.76,0.55
dspace-gsoc.csv,0.5,0.98,0.85,0.59,1.0,0.93,1.0,0.91,0.85,0.82,0.43,1.05,0.52,0.76,0.95,0.62,0.58,0.97
emite.csv,0.7,0.72,0.78,0.7,0.69,0.55,0.8,0.62,0.74,0.79,0.62,0.81,0.6,0.5,0.45,0.53,0.84,0.5
fbmanager.csv,1.0,1.0,1.0,0.4,0.95,0.52,0.68,0.97,1.0,0.93,1.0,0.8,1.0,1.0,0.85,1.0,0.79,1.0
freenet.csv,0.75,0.94,1.01,0.83,0.94,0.67,0.82,0.48,0.78,0.73,0.78,0.98,0.57,0.96,0.87,0.73,0.61,0.86
geogebra.csv,0.65,0.89,0.77,0.51,0.67,0.52,0.56,0.65,0.86,0.69,0.64,0.51,0.5,0.69,0.9,0.39,0.72,0.46
megameknet.csv,0.58,0.98,0.68,0.81,0.58,0.87,0.92,0.63,0.81,0.67,0.86,0.76,0.42,0.78,0.67,0.75,0.64,0.51
ondex.csv,0.61,0.98,0.76,0.83,0.68,0.84,0.78,0.54,0.76,0.61,0.76,1.03,0.64,0.55,0.77,0.62,0.52,0.64
onotoa.csv,1.0,0.89,0.82,0.89,0.93,1.01,0.69,0.74,0.87,0.51,0.81,1.3,0.69,0.75,0.77,0.82,0.83,0.9
paintown.csv,0.36,1.0,0.72,0.69,0.99,0.94,1.0,0.68,0.76,0.78,0.67,0.95,0.95,0.94,0.82,0.95,0.83,0.98
powerfolder.csv,0.59,0.81,0.85,0.54,0.67,0.52,0.88,0.74,0.79,0.66,0.67,0.09,0.73,0.8,0.91,0.69,0.52,0.74
retromenu.csv,0.97,0.97,0.83,0.58,0.66,0.26,0.77,0.63,0.68,0.97,0.97,0.6,0.62,0.77,0.67,0.49,0.62,0.53
smbopensoft.csv,0.95,0.28,0.86,0.81,0.69,0.89,0.71,0.92,0.66,0.86,0.84,0.8,0.71,0.95,0.82,0.73,0.98,0.65
triplea.csv,0.5,0.64,0.42,0.6,0.75,0.58,0.82,0.69,0.7,0.73,0.54,0.46,0.56,0.85,0.77,0.51,0.9,0.57
tweetsharp.csv,0.72,0.88,0.97,0.91,0.82,0.78,0.76,0.92,0.68,0.92,0.69,1.08,0.88,0.79,0.76,0.88,0.37,0.9
xamj.csv,0.89,0.54,0.76,0.92,0.74,0.89,0.87,0.98,0.85,0.82,0.87,0.6,0.97,0.78,0.78,0.51,0.94,0.41
