,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.5,0.47,0.37,0.38,0.39,0.5,0.35,0.41,0.43,0.31,0.35,0.73,0.37,0.39,0.5,0.37,0.33,0.6,0.34,0.4
array4j.csv,0.57,0.67,0.72,0.9,0.85,0.49,0.4,0.42,0.88,0.37,0.75,0.6,0.55,0.62,0.0,0.83,0.56,0.86,0.37,0.42
bzbyte.csv,0.43,0.52,0.39,0.28,0.38,0.97,0.33,0.38,0.0,0.3,0.35,0.49,0.5,0.81,0.44,0.0,0.37,0.38,0.0,0.0
capcode.csv,0.44,0.69,0.47,0.9,0.55,0.41,0.39,0.55,0.42,0.48,0.75,0.5,0.41,0.42,0.66,0.57,0.4,0.5,0.43,0.33
fm-classic.csv,0.92,0.73,0.67,0.83,0.69,0.97,0.67,0.0,0.67,0.88,0.9,0.83,0.82,0.67,0.9,0.89,0.0,0.92,0.97,0.8
freenet.csv,0.46,0.52,0.49,0.29,0.39,0.44,0.35,0.39,0.36,0.3,0.36,0.46,0.4,0.4,0.51,0.47,0.47,0.38,0.33,0.35
hannosset.csv,0.79,0.74,0.83,0.72,0.92,0.98,0.95,0.88,0.75,0.83,0.86,0.63,0.0,0.95,0.92,0.65,0.75,0.93,0.49,0.65
haphazard.csv,0.59,0.91,0.75,0.83,0.64,0.48,0.59,0.87,0.86,0.7,0.72,0.95,0.88,0.93,0.83,0.71,0.92,0.65,0.61,0.3
intact.csv,0.5,0.48,0.55,0.56,0.4,0.35,0.59,0.47,0.88,0.58,0.39,0.42,0.61,0.58,0.53,0.67,0.38,0.41,0.32,0.69
ipfire-wall.csv,0.52,0.39,0.75,0.32,0.45,0.69,0.93,0.93,0.65,0.3,0.35,0.71,0.44,0.5,0.71,0.31,0.83,0.57,0.96,0.41
jlinalg.csv,0.54,0.44,0.41,0.33,0.49,0.45,0.51,0.7,0.67,0.38,0.43,0.43,0.43,0.38,0.47,0.47,0.53,0.5,0.36,0.55
nassp.csv,0.45,0.5,0.73,0.75,0.91,0.79,0.76,0.92,0.5,0.67,0.89,0.66,0.64,0.73,0.63,0.75,0.67,0.48,0.93,0.5
ondex.csv,0.8,0.95,0.53,0.8,0.94,0.57,0.61,0.53,0.64,0.71,0.67,0.94,0.5,0.58,0.61,0.34,0.43,0.64,0.74,0.83
optalgtoolkit.csv,0.5,0.93,0.76,0.53,0.55,0.38,0.5,0.43,0.38,0.37,0.56,0.68,0.61,0.48,0.9,0.47,0.55,0.44,0.44,0.41
pustefix.csv,0.53,0.38,0.91,0.32,0.43,0.73,0.63,0.66,0.44,0.35,0.5,0.59,0.58,0.66,0.61,0.0,0.95,0.35,0.65,0.38
soar.csv,0.38,0.52,0.45,0.27,0.39,0.37,0.35,0.38,0.36,0.29,0.38,0.45,0.36,0.35,0.44,0.71,0.37,0.36,0.41,0.31
sqlpower-library.csv,0.42,0.62,0.42,0.56,0.41,0.36,0.36,0.41,0.36,0.37,0.36,0.45,0.36,0.35,0.44,0.36,0.37,0.36,0.31,0.6
super-tux.csv,0.38,0.88,0.45,0.42,0.49,0.33,0.48,0.38,0.46,0.83,0.35,0.4,0.36,0.46,0.43,0.89,0.4,0.37,0.35,0.43
tart.csv,0.67,0.67,0.59,0.69,0.56,0.41,0.55,0.51,0.44,0.49,0.76,0.74,0.39,0.59,0.52,0.35,0.42,0.4,0.61,0.86
web-cat.csv,0.76,0.86,0.54,0.55,0.89,0.44,0.49,0.54,0.5,0.5,0.58,0.69,0.36,0.44,0.69,0.37,0.51,0.44,0.44,0.52
