,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.01,0.91,0.32,0.97,0.24,0.38,0.81,0.91,0.35,0.35,0.39,0.5,0.99,0.04,0.66,0.21,0.65,0.3,0.3,0.12
encog-cs.csv,0.01,0.83,0.33,0.87,0.29,0.34,0.77,0.94,0.54,0.15,0.23,0.5,1.0,0.1,0.75,0.43,0.53,0.34,0.45,0.25
extprosys.csv,0.01,0.89,0.51,0.9,0.26,0.33,0.86,0.94,0.36,0.26,0.34,0.53,0.99,0.02,0.68,0.28,0.55,0.34,0.33,0.12
freewrl.csv,0.01,0.9,0.34,0.87,0.28,0.41,0.8,0.94,0.48,0.26,0.31,0.78,1.0,0.09,0.79,0.41,0.5,0.4,0.5,0.05
fulguro.csv,0.02,0.93,0.24,0.86,0.16,0.25,0.8,0.9,0.25,0.25,0.36,0.5,0.98,0.06,0.44,0.14,0.61,0.11,0.35,0.17
geotools.csv,0.0,0.88,0.32,0.87,0.27,0.31,0.82,0.95,0.44,0.26,0.26,0.6,0.99,0.0,0.77,0.32,0.55,0.4,0.39,0.12
ibatisdb.csv,0.0,0.87,0.33,0.83,0.29,0.28,1.0,0.91,0.41,0.28,0.2,0.0,1.0,0.1,0.71,0.58,0.0,0.28,0.8,0.14
intact.csv,0.0,0.85,0.36,0.93,0.33,0.47,1.0,1.0,0.55,0.0,0.31,1.0,1.0,0.06,0.75,0.33,0.0,0.35,0.36,0.22
japano.csv,0.0,0.89,0.31,0.88,0.29,0.31,0.77,0.97,0.36,0.21,0.35,0.52,1.0,0.05,0.66,0.25,0.5,0.27,0.45,0.14
miranda-icq.csv,0.03,0.91,0.37,1.0,0.3,0.45,1.0,0.93,0.36,0.35,0.41,0.6,0.99,0.06,0.69,0.23,0.38,0.32,0.31,0.15
ofbiz.csv,0.0,0.92,0.32,0.87,0.24,0.26,0.78,0.96,0.44,0.26,0.47,1.0,1.0,0.12,0.82,0.23,0.0,0.35,0.38,0.0
opennms.csv,0.03,0.74,0.5,1.0,0.53,0.38,0.77,1.0,0.29,0.22,0.45,0.44,1.0,0.03,0.7,0.5,0.0,0.31,0.0,0.1
papertoolkit.csv,0.0,1.0,0.31,0.83,0.25,0.39,0.71,0.92,0.55,0.13,0.3,0.56,1.0,0.23,0.72,0.33,0.5,0.24,0.2,0.33
rohxel.csv,0.02,1.0,0.29,0.95,0.21,0.46,0.91,0.97,0.57,0.33,0.47,0.58,1.0,0.07,0.72,0.11,0.42,0.25,0.5,0.14
roolo.csv,0.0,0.89,0.31,0.88,0.3,0.28,0.79,0.91,0.32,0.27,0.67,0.52,1.0,0.03,0.67,0.27,0.56,0.27,0.38,0.1
sevenupdate.csv,0.01,1.0,0.28,0.88,0.23,0.29,0.78,0.93,0.37,0.26,0.35,0.53,0.99,0.06,0.68,0.26,0.55,0.28,0.38,0.14
soar.csv,0.01,0.85,0.28,0.89,0.26,0.28,0.8,0.93,0.46,0.26,0.34,0.44,0.99,0.05,0.62,0.27,0.83,0.27,0.37,0.12
web-cat.csv,0.01,0.95,0.27,0.88,0.24,0.38,0.75,0.92,0.38,0.25,0.27,0.56,0.99,0.1,0.71,0.33,0.56,0.31,0.67,0.12
