,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,1.0,0.84,0.66,0.84,0.5,0.57,0.54,0.65,0.77,0.54,0.85,0.15,0.85,0.67,0.67,0.53,0.42,0.74,0.42,0.91
encog-cs.csv,1.0,0.39,0.3,0.59,0.5,0.43,0.77,0.6,0.62,0.17,0.4,0.04,0.28,1.0,0.75,0.94,0.32,0.65,0.79,0.09
extprosys.csv,1.0,0.84,0.72,0.98,0.93,0.67,0.31,0.61,0.95,1.0,0.65,1.0,0.49,0.33,0.9,0.86,0.97,0.76,0.58,0.55
freewrl.csv,1.0,0.37,0.85,0.66,0.29,0.5,0.95,0.49,0.48,0.63,0.55,0.78,0.41,0.67,0.5,0.83,0.29,0.45,0.37,0.18
fulguro.csv,1.0,0.55,0.47,0.47,0.14,0.57,0.1,0.59,0.32,0.02,0.65,0.33,0.29,1.0,0.15,0.31,0.61,0.02,0.63,0.36
geotools.csv,0.0,0.88,0.85,0.52,0.68,0.9,0.82,0.6,0.88,0.98,0.5,0.11,0.88,0.0,0.82,0.94,0.19,0.59,0.84,0.73
ibatisdb.csv,0.0,0.27,0.3,0.15,0.36,0.23,0.15,0.23,0.47,0.83,0.05,0.0,0.18,0.33,0.07,0.81,0.0,0.12,0.42,0.09
intact.csv,0.0,0.59,0.43,0.55,0.68,0.7,0.15,0.3,0.39,0.0,0.25,0.04,0.28,0.33,0.81,0.44,0.0,0.61,0.26,0.36
japano.csv,0.0,0.96,0.87,0.93,0.89,0.9,0.95,0.76,0.92,0.48,0.9,0.96,0.66,1.0,0.87,0.78,0.42,0.78,0.74,0.82
miranda-icq.csv,1.0,0.8,0.53,0.51,0.61,0.5,0.08,0.4,0.77,0.56,0.45,0.11,0.71,0.67,0.63,0.25,0.16,0.68,0.21,0.73
ofbiz.csv,0.0,0.73,0.85,0.46,0.36,0.57,0.46,0.34,0.62,0.85,0.35,0.04,0.47,0.67,0.76,0.33,0.0,0.69,0.58,0.0
opennms.csv,1.0,0.29,0.02,0.06,0.64,0.1,0.62,0.01,0.15,0.19,0.5,0.26,0.07,0.33,0.39,0.03,0.0,0.33,0.0,0.09
papertoolkit.csv,0.0,0.22,0.17,0.23,0.18,0.23,0.13,0.19,0.32,0.04,0.3,0.19,0.23,1.0,0.27,0.11,0.35,0.19,0.11,0.09
rohxel.csv,1.0,0.51,0.83,0.36,0.18,0.4,0.77,0.57,0.3,0.12,0.45,0.52,0.55,0.33,0.23,0.14,0.45,0.34,0.05,0.82
roolo.csv,0.0,0.65,0.83,0.61,0.93,0.77,0.28,0.38,0.44,0.69,0.7,0.81,0.74,0.33,0.72,0.75,0.87,0.72,0.68,0.64
sevenupdate.csv,1.0,0.73,1.0,1.0,0.75,1.0,1.0,1.0,0.89,1.0,1.0,1.0,0.93,1.0,0.86,1.0,1.0,0.89,1.0,0.91
soar.csv,1.0,0.45,1.0,0.55,0.75,0.87,0.82,0.88,0.38,1.0,0.8,0.26,0.99,1.0,0.57,0.94,0.61,0.84,0.89,1.0
web-cat.csv,1.0,0.39,0.64,0.5,0.61,0.8,0.77,0.44,0.88,0.54,0.4,0.81,0.83,1.0,0.76,0.86,0.9,0.71,0.84,0.91
