,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.38,0.51,0.55,0.39,0.45,0.53,0.54,0.45,0.4,0.7,0.43,0.88,0.44,0.37,0.42,0.47,0.7,0.45,0.44,0.43
encog-cs.csv,0.31,0.39,0.63,0.39,0.45,0.5,0.38,0.35,0.49,0.56,0.37,0.5,0.67,0.41,0.38,0.41,0.58,0.38,0.33,0.75
extprosys.csv,0.42,0.46,0.57,0.36,0.36,0.48,0.93,0.57,0.37,0.39,0.5,0.33,0.44,0.45,0.4,0.46,0.36,0.52,0.45,0.43
freewrl.csv,0.34,0.5,0.47,0.37,0.69,0.59,0.37,0.4,0.55,0.41,0.46,0.37,0.46,0.61,0.51,0.46,0.61,0.6,0.71,0.7
fulguro.csv,0.45,0.62,0.7,0.62,0.96,0.48,0.8,0.68,0.61,0.75,0.56,0.67,0.98,0.39,0.99,0.64,0.45,0.94,0.35,0.91
geotools.csv,0.34,0.43,0.46,0.39,0.39,0.34,0.36,0.38,0.39,0.39,0.41,0.8,0.43,0.86,0.38,0.36,0.91,0.45,0.27,0.45
ibatisdb.csv,0.88,0.67,0.73,0.94,0.51,0.68,0.83,0.62,0.57,0.39,0.8,0.0,0.94,0.9,0.95,0.56,0.0,0.97,0.8,0.86
intact.csv,0.51,0.41,0.67,0.46,0.47,0.56,0.83,0.57,0.7,0.0,0.62,0.0,0.83,0.56,0.41,0.53,0.0,0.42,0.64,0.94
japano.csv,0.39,0.45,0.54,0.37,0.4,0.38,0.38,0.51,0.37,0.52,0.45,0.34,0.48,0.34,0.4,0.5,0.62,0.5,0.45,0.48
miranda-icq.csv,0.62,0.44,0.62,0.49,0.46,0.61,0.67,0.43,0.39,0.55,0.59,0.8,0.42,0.42,0.39,0.62,0.69,0.43,0.62,0.4
ofbiz.csv,0.49,0.49,0.56,0.5,0.67,0.44,0.52,0.49,0.54,0.43,0.67,0.0,0.49,0.69,0.46,0.53,0.0,0.44,0.41,0.94
opennms.csv,0.74,0.58,0.5,0.83,0.62,0.88,0.45,0.0,0.97,0.82,0.73,0.69,0.93,0.45,0.66,0.5,0.0,0.79,0.0,0.9
papertoolkit.csv,0.44,0.64,0.93,0.76,0.95,0.89,0.86,0.85,0.79,0.93,0.6,0.89,0.69,0.85,0.68,0.92,0.45,0.77,0.9,0.67
rohxel.csv,0.45,0.52,0.54,0.56,0.75,0.73,0.45,0.62,0.8,0.94,0.74,0.46,0.43,0.79,0.78,0.71,0.39,0.75,0.5,0.48
roolo.csv,0.43,0.53,0.57,0.56,0.41,0.42,0.71,0.72,0.69,0.46,0.81,0.38,0.43,0.59,0.49,0.52,0.42,0.52,0.44,0.49
sevenupdate.csv,0.3,0.61,0.47,0.35,0.4,0.33,0.36,0.47,0.38,0.39,0.4,0.33,0.38,0.43,0.42,0.42,0.36,0.44,0.32,0.41
soar.csv,0.4,0.46,0.47,0.47,0.4,0.37,0.4,0.53,0.81,0.39,0.45,0.88,0.39,0.36,0.47,0.45,0.74,0.45,0.3,0.41
web-cat.csv,0.41,0.75,0.56,0.59,0.42,0.42,0.4,0.62,0.36,0.45,0.53,0.33,0.39,0.53,0.4,0.52,0.36,0.45,0.46,0.43
