,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.64,0.69,0.65,0.26,0.76,0.58,0.65,0.96,0.83,0.58,0.74,0.87,1.01,0.85,0.79,0.82,0.64,0.73,0.84,0.9
encog-cs.csv,0.93,0.91,0.74,0.76,0.68,0.66,0.85,0.68,0.48,0.9,0.94,0.96,0.72,0.43,0.57,0.43,0.77,0.62,0.62,0.91
extprosys.csv,0.68,0.85,0.4,0.79,0.95,0.65,0.72,0.68,0.97,0.99,0.76,1.0,1.12,0.95,0.87,0.77,1.0,0.63,0.83,0.71
freewrl.csv,0.76,0.72,0.67,0.79,0.76,0.58,0.82,0.68,0.59,0.73,0.79,0.33,0.59,0.48,0.57,0.45,0.8,0.61,0.67,0.93
fulguro.csv,0.59,0.56,0.79,0.78,0.9,0.83,0.9,0.98,0.86,0.98,0.71,0.76,1.23,0.85,0.94,0.96,0.62,0.98,0.8,0.68
geotools.csv,1.27,1.01,0.74,0.74,0.75,0.84,0.66,0.6,0.65,0.96,0.93,0.89,1.01,1.01,0.55,0.68,0.83,0.54,0.82,0.82
ibatisdb.csv,1.0,0.81,0.74,0.88,0.72,0.81,0.85,0.84,0.65,0.77,0.96,1.0,0.82,0.68,0.93,0.28,1.0,0.89,0.58,0.91
intact.csv,1.11,0.93,0.64,0.53,0.59,0.45,0.85,0.7,0.63,1.0,0.81,0.96,0.72,0.72,0.59,0.64,1.0,0.6,0.79,0.66
japano.csv,1.28,1.0,0.78,0.93,0.81,0.84,1.0,0.41,0.93,0.81,0.9,1.0,0.34,0.97,0.94,0.83,0.78,0.85,0.61,0.72
miranda-icq.csv,0.32,0.7,0.59,0.49,0.65,0.56,0.92,0.75,0.8,0.57,0.65,0.89,1.04,0.59,0.7,0.8,0.9,0.65,0.84,0.65
ofbiz.csv,1.12,0.57,0.74,0.74,0.77,0.8,0.7,0.69,0.58,0.85,0.69,0.96,0.53,0.41,0.42,0.77,1.0,0.59,0.72,1.03
opennms.csv,0.29,1.1,0.98,0.94,0.41,0.9,0.74,0.99,0.87,0.84,0.6,0.83,0.93,0.81,0.71,0.97,1.0,0.73,1.0,0.92
papertoolkit.csv,1.15,0.78,0.84,0.85,0.84,0.78,0.89,0.84,0.7,0.97,0.8,0.83,0.77,0.17,0.76,0.89,0.78,0.84,0.93,0.91
rohxel.csv,0.53,0.49,0.82,0.66,0.86,0.63,0.36,0.49,0.71,0.89,0.61,0.64,0.45,0.7,0.79,0.94,0.94,0.77,0.95,0.73
roolo.csv,1.23,0.75,0.77,0.75,0.81,0.83,0.77,0.83,0.76,0.73,0.35,0.85,0.26,0.86,0.77,0.74,0.85,0.83,0.75,0.84
sevenupdate.csv,1.0,0.27,1.0,1.0,0.94,1.0,1.0,1.0,0.86,1.0,1.0,1.0,1.0,0.77,0.87,1.0,1.0,0.94,1.0,0.8
soar.csv,0.64,0.86,1.0,0.67,0.82,0.93,0.75,0.9,0.67,1.0,0.86,0.83,1.0,0.92,0.85,0.86,0.42,0.9,0.94,1.0
web-cat.csv,0.7,0.63,0.77,0.71,0.8,0.58,0.94,0.79,0.8,0.72,0.84,0.73,1.01,0.45,0.69,0.62,0.89,0.68,0.3,0.92
