,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.95,0.97,0.51,0.76,0.49,0.48
flylinkdc.csv,0.42,0.57,0.51,0.41,0.57,0.76
ltp.csv,0.69,0.76,0.48,0.64,0.56,1.04
pfaedit.csv,0.44,0.53,0.96,0.33,0.61,0.26
powerfolder-.csv,0.4,0.47,0.84,1.0,0.8,0.45
qtwin.csv,1.0,0.67,1.0,1.0,0.93,0.09
