,f1,g,recall,precision,pf,wins
codeblocks.csv,0.48,0.425,0.72,0.505,0.435,9
flylinkdc.csv,0.54,0.56,0.64,0.54,0.44499999999999995,12
grisbi.csv,0.565,0.56,0.875,0.43000000000000005,0.765,8
jaolt.csv,0.49,0.53,0.595,0.495,0.41,10
maidsafe-dht.csv,0.485,0.5,0.55,0.51,0.255,11
mimosa.csv,0.55,0.485,0.79,0.505,0.785,6
n2cms.csv,0.47,0.5349999999999999,0.545,0.635,0.3,13
nassp.csv,0.345,0.275,0.235,0.5800000000000001,0.13,2
nug.csv,0.41500000000000004,0.395,0.375,0.595,0.255,4
quantlib.csv,0.29500000000000004,0.11,0.21,0.33999999999999997,0.28500000000000003,1
red5.csv,0.585,0.45,0.915,0.435,0.855,5
super-tux.csv,0.45499999999999996,0.485,0.765,0.37,0.625,3
tcvp.csv,0.01,0.005,0.005,0.145,0.02,0
zxing.csv,0.485,0.495,0.495,0.44,0.32,7
