,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.42,0.96,0.3,0.85,0.43,0.49,0.65,0.44,0.42,0.38,0.4
aztec.csv,0.83,0.82,0.86,0.52,0.58,0.52,0.57,0.9,0.75,0.44,0.39
bl-toolkit.csv,0.46,0.43,0.65,0.39,0.36,0.47,0.52,0.78,0.43,0.34,0.37
clamav.csv,0.56,0.41,0.3,0.48,0.35,0.38,0.55,0.38,0.36,0.41,0.37
fm-classic.csv,0.75,0.0,0.89,0.0,0.0,0.95,0.94,0.0,0.0,0.97,0.9
kml.csv,0.52,0.47,0.31,0.4,0.43,0.39,0.54,0.41,0.47,0.31,0.37
lufa-lib.csv,0.55,0.87,0.55,0.62,0.49,0.56,0.75,0.63,0.48,0.38,0.81
mplayer-ce.csv,0.47,0.62,0.31,0.88,0.47,0.4,0.75,0.44,0.62,0.35,0.56
qmmp.csv,0.5,0.52,0.47,0.5,0.42,0.41,0.55,0.57,0.76,0.34,0.39
xapian.csv,0.5,0.45,0.33,0.71,0.66,0.45,0.55,0.58,0.7,0.52,0.47
xtreemfs.csv,0.58,0.65,0.9,0.42,0.38,0.51,0.53,0.9,0.71,0.38,0.38
