,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,1.0,0.25,1.0,0.35,0.86,0.81,0.47,0.79,0.85,0.77,0.88
aztec.csv,0.18,0.79,0.33,0.4,0.53,0.58,0.42,0.11,0.12,0.73,0.81
bl-toolkit.csv,0.7,1.0,0.33,1.0,1.0,0.75,1.0,0.41,0.92,0.89,1.0
clamav.csv,0.3,0.5,1.0,0.7,0.72,0.7,0.25,0.67,0.85,0.61,0.64
fm-classic.csv,0.06,0.0,1.0,0.0,0.0,0.27,0.11,0.0,0.04,0.09,0.01
kml.csv,0.74,0.67,1.0,0.85,0.75,0.97,0.76,0.75,0.77,0.97,0.97
lufa-lib.csv,0.72,0.71,0.33,0.55,0.69,0.6,0.69,0.44,0.73,0.84,0.3
mplayer-ce.csv,0.74,0.25,1.0,0.3,0.69,0.88,0.28,0.65,0.65,0.9,0.53
qmmp.csv,0.68,0.58,1.0,0.6,0.72,0.85,0.97,0.65,0.5,0.89,0.91
xapian.csv,0.76,0.88,1.0,0.35,0.47,0.91,0.93,0.6,0.73,0.47,0.7
xtreemfs.csv,0.64,0.88,0.33,0.85,0.86,0.73,0.82,0.22,0.46,0.85,0.98
