,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.61,0.57,0.33,0.5
n2cms.csv,0.52,0.39,0.34,0.34
nassp.csv,0.72,0.76,0.45,0.5
nug.csv,0.39,0.67,0.6,0.5
