,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,1.0,6.0,2.0,6.0
n2cms.csv,0.0,5.0,0.0,6.0
nassp.csv,1.0,8.0,6.0,5.0
nug.csv,5.0,1.0,0.0,15.0
