,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.61,0.43,0.83,0.53
n2cms.csv,0.32,0.48,0.92,0.66
nassp.csv,0.77,0.67,0.75,0.31
nug.csv,0.92,0.72,0.31,0.83
