,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.58,0.45,0.97,0.88,0.94,0.84,0.6,1.0,0.43,1.14,0.73
freedom-erp.csv,0.26,0.82,0.58,0.98,0.97,0.94,0.47,0.41,0.88,1.0,0.74
haggle.csv,0.65,0.58,0.74,0.54,0.71,0.71,0.98,0.99,0.31,1.03,0.64
jchassis.csv,1.0,1.0,1.0,1.0,0.9,1.0,0.96,1.0,1.0,0.08,1.0
jmoney.csv,0.23,0.46,0.51,0.64,0.61,0.76,0.78,0.79,0.47,1.03,0.88
jsidplay2.csv,0.64,0.75,0.27,0.75,0.63,0.57,0.46,0.96,0.72,0.74,0.86
madman.csv,0.9,0.79,0.89,0.56,0.92,0.78,0.77,0.97,0.24,1.08,0.71
matrex.csv,0.37,0.64,0.6,0.92,0.51,0.9,0.23,0.62,0.46,1.0,0.95
mediate.csv,0.68,0.68,0.71,0.64,0.61,0.74,0.85,0.81,0.66,0.65,0.79
primefaces.csv,0.81,0.98,0.69,1.0,0.71,1.0,0.48,0.97,1.0,0.71,0.4
tmva.csv,0.88,0.7,1.0,0.85,1.0,0.37,1.0,1.0,0.53,1.25,0.82
