,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.12,0.88,0.21,0.45,0.33,0.18,0.0,0.27,0.07,0.13,0.34
gbif-providertoolkit.csv,0.35,0.26,0.38,0.52,0.71,0.53,0.49,0.63,0.28,0.45,0.52
geochat.csv,0.22,0.0,0.02,0.3,0.17,0.65,0.39,0.17,0.07,0.37,0.56
heekscad.csv,0.73,0.64,0.62,0.63,0.62,0.74,0.47,0.58,0.61,0.57,0.51
igarden.csv,0.54,0.52,0.32,0.62,0.17,0.7,0.19,0.43,0.38,0.55,0.04
jstock.csv,0.67,0.41,0.69,0.67,0.66,0.81,0.34,0.84,0.51,0.6,0.37
levent.csv,0.54,0.0,0.0,0.0,0.67,0.74,0.7,0.43,0.0,0.0,0.0
piccolo2d.csv,0.17,0.0,0.43,0.07,0.65,0.82,0.53,0.42,0.25,0.48,0.2
pnotepad.csv,0.65,0.77,0.62,0.24,0.32,0.59,0.6,0.71,0.9,0.59,0.59
trinitycore.csv,0.53,0.61,0.5,0.6,0.33,0.65,0.07,0.53,0.39,0.57,0.24
xcsoar.csv,0.67,0.29,0.72,0.58,0.7,0.69,0.33,0.58,0.32,0.51,0.37
