,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.19,0.67,0.27,0.38,0.22,0.2,0.0,0.21,0.12,0.16,0.3
gbif-providertoolkit.csv,0.57,0.09,0.34,0.39,0.48,0.21,0.8,0.44,0.61,0.3,0.32
geochat.csv,0.27,0.0,0.03,0.27,0.14,0.3,0.71,0.11,0.12,0.33,0.44
heekscad.csv,0.77,0.37,0.64,0.49,0.32,0.33,0.56,0.5,0.84,0.42,0.34
igarden.csv,0.63,0.25,0.41,0.5,0.14,0.32,0.27,0.42,0.49,0.4,0.05
jstock.csv,0.72,0.19,0.65,0.51,0.45,0.39,0.44,0.67,0.62,0.42,0.29
levent.csv,0.61,0.0,0.0,0.0,0.35,0.33,0.76,0.4,0.0,0.0,0.0
piccolo2d.csv,0.24,0.0,0.52,0.12,0.4,0.48,0.62,0.37,0.34,0.42,0.23
pnotepad.csv,0.71,0.35,0.63,0.48,0.28,0.29,0.69,0.46,0.93,0.42,0.37
trinitycore.csv,0.61,0.29,0.53,0.45,0.19,0.3,0.11,0.33,0.51,0.41,0.24
xcsoar.csv,0.73,0.25,0.71,0.43,0.43,0.3,0.41,0.54,0.43,0.41,0.33
