,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.0,0.0,2.0,1.0,9.0,4.0,71.0,4.0,1.0,9.0,8.0
gbif-providertoolkit.csv,6.0,13.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,24.0,17.0
geochat.csv,11.0,59.0,1.0,0.0,5.0,9.0,1.0,2.0,1.0,2.0,0.0
heekscad.csv,1.0,5.0,2.0,1.0,2.0,17.0,0.0,3.0,0.0,4.0,14.0
igarden.csv,0.0,14.0,1.0,0.0,1.0,21.0,0.0,5.0,0.0,11.0,5.0
jstock.csv,0.0,14.0,2.0,5.0,0.0,9.0,0.0,0.0,0.0,12.0,11.0
levent.csv,2.0,59.0,126.0,102.0,0.0,22.0,0.0,4.0,57.0,223.0,127.0
piccolo2d.csv,1.0,59.0,0.0,0.0,7.0,6.0,0.0,4.0,1.0,1.0,2.0
pnotepad.csv,2.0,14.0,0.0,3.0,10.0,25.0,0.0,3.0,0.0,3.0,15.0
trinitycore.csv,0.0,0.0,4.0,1.0,8.0,15.0,2.0,2.0,1.0,3.0,4.0
xcsoar.csv,0.0,4.0,0.0,4.0,3.0,13.0,0.0,0.0,0.0,1.0,4.0
