,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.87,0.69,0.89,0.67,0.5,0.86
foursquared.csv,0.88,0.75,0.9,0.45,0.0,0.79
ifmo-game-1.csv,0.89,0.75,0.87,0.86,0.86,0.66
micomt.csv,0.54,0.89,0.37,0.33,0.9,0.43
voms.csv,0.66,0.73,0.3,0.43,0.86,0.42
