,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.73,0.68,0.09,0.88,0.92,1.02
foursquared.csv,0.72,0.89,1.01,0.21,1.0,1.02
ifmo-game-1.csv,0.21,1.0,0.7,0.84,1.01,1.04
micomt.csv,0.61,0.67,0.83,0.91,0.22,0.8
voms.csv,0.8,0.2,0.9,0.41,0.62,0.72
