,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.17,0.15,0.09,0.0,0.02,0.19
foursquared.csv,0.08,0.05,0.15,0.2,0.0,0.21
ifmo-game-1.csv,0.16,0.06,0.21,0.07,0.12,0.27
micomt.csv,0.6,0.5,0.76,0.91,0.15,0.8
voms.csv,0.35,0.2,0.9,0.28,0.03,0.72
