,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.42,0.09,0.73,0.44,0.24,0.52,0.12,0.36,0.28,0.24,0.2
arsenal-1.csv,0.32,0.7,0.06,0.11,0.0,0.27,0.12,0.5,0.05,0.09,0.57
barracudamvc.csv,0.74,0.13,0.0,0.09,0.0,0.19,0.45,0.39,0.32,0.64,0.25
cascading.csv,0.43,0.64,0.65,0.6,0.54,0.53,0.54,0.37,0.69,0.5,0.56
emisview.csv,0.23,0.3,0.73,0.77,0.18,0.42,0.23,0.4,0.21,0.06,0.2
jitterbit.csv,0.42,0.0,0.69,0.59,0.38,0.74,0.36,0.45,0.42,0.4,0.67
jppf-project.csv,0.47,0.13,0.3,0.32,0.55,0.43,0.53,0.76,0.53,0.34,0.66
mevenide.csv,0.41,0.34,0.17,0.05,0.02,0.42,0.12,0.41,0.21,0.2,0.72
mycila.csv,0.49,0.24,0.17,0.3,0.41,0.27,0.63,0.63,0.62,0.65,0.31
ontopia.csv,0.27,0.55,0.52,0.6,0.4,0.46,0.63,0.5,0.13,0.84,0.17
trackit.csv,0.12,0.09,0.21,0.33,0.68,0.18,0.33,0.13,0.01,0.28,0.04
