,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.6,0.6,0.67,0.93,0.78,0.66,0.82,0.68,0.82,0.75,0.63,0.88,0.69,0.7,0.68,0.48
bdbbasic.csv,0.44,0.39,0.4,0.45,0.52,0.31,0.55,0.6,0.67,0.34,0.43,0.48,0.5,0.38,0.37,0.45
crux-framework.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
echongl.csv,0.57,0.97,0.69,0.49,0.48,0.62,0.8,0.97,0.48,0.36,0.73,0.59,0.61,0.77,0.73,0.83
etherboot.csv,0.62,0.86,0.65,0.77,0.86,0.88,0.81,0.82,0.74,0.81,0.56,0.68,0.77,0.55,0.62,0.59
freebios.csv,0.48,0.84,0.61,0.63,0.65,0.4,0.65,0.69,0.68,0.55,0.4,0.57,0.65,0.69,0.51,0.75
gebr.csv,0.43,0.36,0.49,0.47,0.53,0.49,0.44,0.45,0.41,0.31,0.36,0.45,0.52,0.38,0.39,0.42
glelite.csv,0.42,0.38,0.39,0.44,0.42,0.5,0.38,0.46,0.4,0.29,0.32,0.45,0.49,0.38,0.42,0.41
gnukeda.csv,0.44,0.44,0.47,0.58,0.46,0.37,0.61,0.49,0.58,0.38,0.5,0.52,0.56,0.48,0.37,0.41
google-gears.csv,0.44,0.42,0.53,0.46,0.45,0.69,0.5,0.45,0.41,0.34,0.51,0.5,0.53,0.34,0.43,0.56
gstreamer.csv,0.51,0.61,0.63,0.55,0.61,0.48,0.64,0.44,0.48,0.39,0.44,0.51,0.57,0.45,0.42,0.44
jnode.csv,0.91,0.58,0.94,0.87,0.84,0.67,0.79,0.88,0.92,0.86,0.89,0.96,0.0,0.99,0.0,0.93
metacosm.csv,0.58,0.94,0.48,0.65,0.57,0.57,0.75,0.83,0.72,0.58,0.5,0.65,0.78,0.59,0.53,0.52
openmeetings.csv,0.59,0.95,0.54,0.71,0.44,0.5,0.77,0.57,0.9,0.51,0.84,0.68,0.66,0.59,0.51,0.46
tradelink.csv,0.79,0.94,0.98,0.92,0.91,0.56,0.91,0.75,0.9,0.46,0.94,0.75,0.96,0.53,0.66,0.73
wxcrp.csv,0.66,0.49,0.5,0.64,0.62,0.65,0.88,0.53,0.89,0.84,0.9,0.75,0.6,0.98,0.52,0.55
