,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.73,0.5,0.88,0.75,0.71,0.05,0.83,0.71,0.64,0.75,0.63,0.84,0.74,0.68,1.03,0.53
bdbbasic.csv,0.59,0.44,0.53,0.56,0.58,0.55,0.71,0.69,0.05,0.7,0.54,0.56,0.65,0.53,0.57,0.47
crux-framework.csv,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
echongl.csv,0.78,0.89,0.74,0.85,0.86,1.01,0.71,0.98,0.76,0.03,0.44,0.74,0.43,0.83,0.81,0.73
etherboot.csv,0.64,0.61,0.78,0.75,0.05,0.64,0.8,0.74,0.56,0.8,0.79,0.61,0.76,0.62,0.43,0.71
freebios.csv,0.6,0.52,0.6,0.87,0.73,0.63,0.08,0.93,0.58,0.68,0.71,0.73,0.63,0.78,0.79,0.66
gebr.csv,0.88,0.63,0.87,0.55,0.68,0.88,0.91,0.15,0.73,0.85,0.8,0.7,0.48,0.59,0.87,0.9
glelite.csv,1.0,1.0,0.99,0.97,0.97,1.0,1.0,0.97,1.0,1.0,1.0,0.89,0.0,0.93,1.0,1.0
gnukeda.csv,0.67,0.61,0.58,0.03,0.67,0.58,0.86,0.53,0.45,0.86,0.63,0.63,0.52,0.54,0.72,0.73
google-gears.csv,0.73,0.62,0.54,0.6,0.67,0.76,0.78,0.49,0.69,0.7,0.61,0.04,0.7,0.63,0.57,0.63
gstreamer.csv,0.65,0.55,1.06,0.69,0.57,0.75,0.7,0.48,0.63,0.67,0.8,0.56,0.55,0.01,0.7,0.68
jnode.csv,0.94,1.12,0.0,0.86,0.84,1.0,0.58,0.93,0.86,0.98,0.85,0.89,0.99,0.92,1.0,0.97
metacosm.csv,0.68,0.69,0.54,0.56,0.76,0.49,0.66,0.82,0.56,0.61,0.66,0.71,0.86,0.63,0.74,0.0
openmeetings.csv,0.58,0.05,0.44,0.62,0.69,0.47,0.78,0.67,0.63,0.79,0.7,0.7,0.95,0.62,0.45,0.58
tradelink.csv,0.65,0.69,0.94,0.75,0.72,0.75,0.86,0.79,0.74,0.91,0.05,0.68,0.81,0.57,0.88,0.71
wxcrp.csv,0.06,0.77,0.78,0.77,0.75,0.8,0.99,0.77,0.74,0.78,0.55,0.81,0.77,0.83,0.81,0.76
