,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.32,0.55,0.19,0.26,0.32,0.95,0.18,0.3,0.37,0.26,0.42,0.17,0.26,0.33,0.0,0.52
bdbbasic.csv,0.65,0.82,0.94,0.51,0.5,0.59,0.35,0.58,0.95,0.77,0.68,0.56,0.35,0.65,0.67,0.56
crux-framework.csv,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
echongl.csv,0.55,0.14,0.44,0.87,0.73,0.54,0.45,0.33,0.89,1.0,0.68,0.6,0.73,0.38,0.33,0.33
etherboot.csv,0.52,0.41,0.31,0.26,0.95,0.41,0.24,0.28,0.47,0.23,0.32,0.49,0.31,0.52,0.67,0.33
freebios.csv,0.77,0.5,0.56,0.44,0.45,0.49,0.92,0.55,0.63,0.37,0.74,0.51,0.37,0.44,0.33,0.37
gebr.csv,0.71,0.86,0.31,0.67,0.55,1.0,0.51,0.92,0.84,0.91,0.74,0.74,0.66,0.85,1.0,1.0
glelite.csv,1.0,1.0,1.0,0.95,1.0,1.0,0.98,1.0,1.0,0.99,1.0,0.96,1.0,0.98,1.0,1.0
gnukeda.csv,0.81,0.91,0.81,0.97,0.64,0.73,0.27,0.47,0.58,0.67,0.53,0.54,0.48,0.49,0.67,0.81
google-gears.csv,0.9,0.86,0.56,0.56,0.68,0.65,0.49,0.65,0.84,0.87,0.58,0.97,0.79,0.79,1.0,0.41
gstreamer.csv,0.68,0.59,0.0,0.36,0.5,0.68,0.43,0.58,0.74,0.62,0.42,0.52,0.45,0.99,0.67,0.78
jnode.csv,0.06,0.14,1.0,0.18,0.23,0.0,0.49,0.34,0.16,0.03,0.16,0.14,0.01,0.14,0.0,0.11
metacosm.csv,0.48,0.32,0.62,0.46,0.32,0.65,0.37,0.18,0.47,0.41,0.47,0.3,0.21,0.46,0.33,1.0
openmeetings.csv,0.45,0.95,0.69,0.38,0.45,0.68,0.27,0.35,0.37,0.41,0.32,0.33,0.32,0.39,0.67,0.52
tradelink.csv,0.39,0.32,0.06,0.26,0.32,0.92,0.14,0.21,0.26,0.46,0.95,0.35,0.19,0.53,0.33,0.3
wxcrp.csv,0.94,0.82,0.75,0.23,0.27,0.22,0.02,0.24,0.26,0.22,0.47,0.21,0.23,0.17,0.67,0.74
