,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.33,0.3,0.02,0.71,0.39,1.0,0.53,0.94,0.64,0.81,0.3,0.8,1.0,0.78,0.0,0.67
bdbbasic.csv,0.36,0.25,0.07,0.69,0.38,0.42,0.55,0.73,1.0,0.75,0.28,0.84,1.0,0.69,0.04,0.75
crux-framework.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
echongl.csv,0.26,0.1,0.04,0.56,0.24,0.22,0.49,0.54,0.31,0.99,0.35,0.75,0.99,0.48,0.02,0.5
etherboot.csv,0.34,0.31,0.03,0.77,1.0,0.44,0.46,0.82,0.47,0.72,0.17,0.83,0.98,0.65,0.06,0.53
freebios.csv,0.36,0.34,0.05,0.45,0.25,0.38,0.98,0.64,0.35,0.79,0.22,0.75,1.0,0.52,0.02,0.62
gebr.csv,0.26,0.19,0.02,0.65,0.28,0.35,0.39,0.95,0.31,0.74,0.19,0.78,0.99,0.67,0.03,0.49
glelite.csv,0.29,0.14,0.04,0.54,0.27,0.32,0.48,0.73,0.28,0.72,0.2,0.77,1.0,0.59,0.03,0.47
gnukeda.csv,0.34,0.2,0.06,1.0,0.29,0.4,0.36,0.98,0.58,0.69,0.24,0.8,1.0,0.8,0.03,0.5
google-gears.csv,0.34,0.19,0.07,0.63,0.29,0.31,0.44,0.83,0.33,0.77,0.24,0.99,0.98,0.65,0.05,0.61
gstreamer.csv,0.33,0.21,0.0,0.64,0.39,0.32,0.5,0.86,0.33,0.74,0.16,0.85,1.0,0.99,0.03,0.51
jnode.csv,0.18,0.03,1.0,0.47,0.2,0.0,0.63,0.57,0.25,0.43,0.33,0.67,1.0,0.38,0.0,0.2
metacosm.csv,0.31,0.41,0.06,0.78,0.25,0.47,0.64,1.0,0.5,0.85,0.22,0.88,0.97,0.65,0.03,1.0
openmeetings.csv,0.48,0.95,0.08,0.88,0.28,0.48,0.5,0.85,0.7,0.67,0.32,0.83,0.96,0.81,0.06,0.58
tradelink.csv,0.43,0.39,0.02,0.83,0.32,0.36,0.64,0.88,0.5,0.62,1.0,0.85,1.0,0.7,0.02,0.73
wxcrp.csv,1.0,0.15,0.04,0.82,0.38,0.4,0.12,0.8,0.56,0.88,0.43,0.78,1.0,0.71,0.02,0.48
