,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.36,0.59,0.22,0.3,0.36,0.96,0.21,0.35,0.42,0.3,0.46,0.2,0.31,0.38,0.0,0.56
bdbbasic.csv,0.62,0.76,0.78,0.54,0.53,0.6,0.39,0.55,0.96,0.61,0.65,0.58,0.4,0.64,0.64,0.6
crux-framework.csv,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
echongl.csv,0.5,0.17,0.45,0.46,0.45,0.29,0.47,0.32,0.58,0.99,0.68,0.54,0.72,0.39,0.36,0.37
etherboot.csv,0.53,0.46,0.35,0.3,0.96,0.45,0.28,0.32,0.51,0.27,0.35,0.52,0.35,0.54,0.68,0.37
freebios.csv,0.67,0.54,0.57,0.42,0.46,0.51,0.93,0.39,0.61,0.41,0.6,0.5,0.42,0.44,0.36,0.42
gebr.csv,0.43,0.69,0.33,0.64,0.54,0.41,0.42,0.91,0.61,0.47,0.53,0.61,0.66,0.71,0.43,0.36
glelite.csv,0.0,0.0,0.05,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.38,1.0,0.27,0.0,0.0
gnukeda.csv,0.65,0.73,0.7,0.98,0.59,0.66,0.3,0.52,0.62,0.47,0.54,0.55,0.54,0.53,0.58,0.6
google-gears.csv,0.62,0.7,0.58,0.57,0.6,0.54,0.47,0.65,0.64,0.65,0.58,0.97,0.62,0.67,0.79,0.45
gstreamer.csv,0.61,0.6,0.0,0.4,0.53,0.56,0.45,0.61,0.65,0.58,0.43,0.55,0.51,0.99,0.59,0.63
jnode.csv,0.07,0.16,1.0,0.21,0.26,0.0,0.52,0.34,0.19,0.04,0.19,0.17,0.01,0.17,0.0,0.13
metacosm.csv,0.49,0.37,0.62,0.51,0.36,0.65,0.41,0.22,0.51,0.46,0.49,0.34,0.24,0.49,0.37,1.0
openmeetings.csv,0.49,0.96,0.69,0.43,0.47,0.68,0.31,0.4,0.42,0.42,0.36,0.37,0.32,0.44,0.68,0.55
tradelink.csv,0.43,0.37,0.07,0.3,0.36,0.6,0.17,0.25,0.3,0.4,0.96,0.39,0.23,0.56,0.34,0.35
wxcrp.csv,0.95,0.56,0.54,0.27,0.31,0.26,0.02,0.28,0.3,0.26,0.52,0.25,0.27,0.2,0.51,0.56
