,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.24,0.09,0.37,0.63,0.16,0.1,0.0,0.05,0.12,0.04
flylegacy.csv,0.84,0.64,0.67,0.43,0.34,0.67,0.93,0.54,0.92,0.44
jguard.csv,0.76,0.36,0.44,0.77,0.64,0.57,0.57,0.77,0.92,0.56
m-a-d-n-e-s-s.csv,0.2,0.0,0.27,0.24,0.02,0.0,0.0,0.1,0.68,0.12
mob-sen-plat.csv,0.84,0.73,0.86,0.37,0.66,0.67,0.57,0.56,0.76,0.6
raygina.csv,0.8,0.0,0.51,0.44,0.23,0.3,0.29,0.28,0.28,0.52
st-filteredstatistics.csv,1.0,0.3,0.9,0.81,0.7,0.53,0.93,0.82,0.92,0.8
upp-mirror.csv,0.4,0.06,0.79,0.69,0.69,0.47,0.21,0.31,0.6,0.32
wishmaster.csv,0.24,0.12,0.48,0.43,0.66,0.5,0.64,0.1,0.52,0.32
yarp.csv,0.2,0.0,0.35,0.17,0.02,0.27,0.43,0.1,0.28,0.64
