,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.4,0.64,0.65,0.67,0.44
n2cms.csv,0.69,0.64,0.59,0.92,0.89
nassp.csv,0.29,0.21,0.29,0.83,0.19
nug.csv,0.98,0.29,0.94,0.67,0.86
oorexx.csv,0.04,0.71,0.41,0.92,0.61
