,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.0,0.43,0.85,0.98,0.57,0.0,1.0,0.0,0.48
flylegacy.csv,0.42,0.63,0.98,0.2,0.7,0.48,0.47,0.45,0.66
ftm.csv,0.4,0.86,0.82,0.2,0.67,0.39,0.42,0.5,0.97
jguard.csv,0.36,0.6,0.76,0.16,0.63,1.0,0.29,0.35,0.44
m-a-d-n-e-s-s.csv,1.0,0.43,0.85,0.28,0.78,0.29,1.0,0.5,0.55
mob-sen-plat.csv,0.34,1.0,0.69,0.07,0.47,0.34,0.48,0.41,0.47
raygina.csv,1.0,0.33,0.79,0.22,0.65,0.12,0.4,0.43,0.49
upp-mirror.csv,0.42,0.83,0.85,0.23,1.0,0.47,0.45,0.24,0.67
yarp.csv,0.38,0.68,0.84,0.17,0.62,0.31,0.5,1.0,0.48
