,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.12,0.8,0.14,0.0,0.07,0.02,0.0,0.0,0.72
flylegacy.csv,0.6,0.65,0.05,0.67,0.51,0.23,0.28,0.42,0.25
ftm.csv,0.21,0.05,0.32,0.3,0.27,0.36,0.37,0.29,0.03
jguard.csv,0.74,0.8,0.64,0.79,0.51,0.0,0.98,0.63,0.87
m-a-d-n-e-s-s.csv,0.0,0.2,0.23,0.13,0.05,0.09,0.0,0.05,0.27
mob-sen-plat.csv,0.58,0.0,0.68,0.25,0.39,0.45,0.18,0.42,0.35
raygina.csv,0.0,0.3,0.45,0.31,0.34,0.41,0.25,0.45,0.45
upp-mirror.csv,0.33,0.05,0.23,0.3,0.0,0.16,0.2,0.34,0.18
yarp.csv,0.47,0.3,0.32,0.42,0.24,0.45,0.23,0.0,0.23
